Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-01-20,23:15,36.5,NE@8.5,9.4,,0,32.4,85.0,29.97,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-20,23:30,36.1,E@7.2,7.8,,0,32.4,86.6,29.97,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-20,23:45,35.5,E@5.1,6.0,,0,32.2,87.7,29.97,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-20,24:00,35.9,E@6.0,6.9,,0,32.5,87.4,29.96,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,00:15,36.3,E@5.8,6.5,,0,32.6,86.1,29.96,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,00:30,36.5,E@6.3,7.2,,0,32.6,85.5,29.95,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,00:45,36.7,E@5.8,8.1,,0,32.7,85.5,29.95,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,01:00,37.7,NE@6.3,8.5,,0,32.8,82.3,29.94,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,01:15,36.8,NE@6.5,8.1,,0,32.4,83.8,29.94,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,01:30,35.5,E@6.3,7.6,,0,31.8,86.1,29.94,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,01:45,34.7,E@5.6,6.5,,0,31.5,87.7,29.93,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,02:00,35.0,E@5.4,6.5,,0,31.8,87.9,29.93,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,02:15,35.0,E@6.0,6.7,,0,31.7,87.8,29.93,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,02:30,35.4,E@7.8,8.9,,0,32.0,87.1,29.92,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,02:45,35.2,E@7.6,8.9,,0,31.6,86.6,29.91,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,03:00,34.0,E@5.8,6.9,,0,30.7,87.6,29.91,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,03:15,33.2,E@4.3,4.9,,0,30.2,88.9,29.9,27.0,37.7,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,03:30,33.6,E@3.8,4.3,,0,30.6,88.7,29.9,27.0,37.6,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,03:45,34.0,E@3.1,3.8,,0,30.5,86.8,29.9,27.0,37.6,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,04:00,33.8,SE@2.2,3.1,,0,30.3,87.0,29.9,27.0,37.6,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,04:15,33.6,E@3.1,4.0,,0,30.1,87.1,29.9,27.0,37.6,30.9,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,04:30,32.2,E@4.5,5.8,,0,29.1,88.1,29.89,27.0,37.6,31.0,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,04:45,32.2,E@5.6,6.7,,0,29.5,89.6,29.88,27.0,37.6,31.0,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
2020-01-21,05:00,33.9,NE@7.2,7.8,,0,31.1,89.4,29.87,27.0,37.6,31.0,35.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:51.136673
