Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-09-23,00:15,60.9,45.0,55.8,0.0,0,30.02,E,2.2,2.7,24.4,65.93,25.5,66.02,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
2020-09-23,00:30,61.0,45.1,55.7,0.0,0,30.01,E,2.7,3.6,24.4,65.95,25.5,66.02,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
2020-09-23,00:45,60.4,44.8,56.2,0.0,0,30.0,E,2.7,4.0,24.4,66.0,25.5,66.02,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
2020-09-23,01:00,59.2,44.1,57.3,0.0,0,30.0,E,3.4,4.3,24.4,66.0,25.5,66.02,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
2020-09-23,01:15,57.8,43.6,58.9,0.0,0,30.01,E,2.2,3.1,24.4,66.0,25.5,66.02,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
2020-09-23,01:30,57.0,44.1,61.9,0.0,0,30.03,E,0.4,1.3,24.4,65.98,25.5,65.98,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
2020-09-23,01:45,57.1,44.3,62.1,0.0,0,30.03,E,1.1,1.8,24.4,66.0,25.5,65.91,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
2020-09-23,02:00,56.7,44.7,63.9,0.0,0,30.03,E,1.3,1.8,24.4,66.02,25.5,65.88,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
2020-09-23,02:15,56.3,44.6,64.9,0.0,0,30.03,SE,1.3,2.2,24.4,66.02,25.5,65.86,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
2020-09-23,02:30,55.8,44.7,66.0,0.0,0,30.04,E,2.5,3.4,24.4,66.02,25.5,65.84,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:51:18.027491
