Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-12-15,23:15,29.5,SE@3.6,4.9,,0,26.9,91.7,30.33,26.4,41.4,30.2,38.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-15,23:30,28.9,SE@2.2,2.9,,0,26.2,91.7,30.33,26.4,41.4,30.2,38.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-15,23:45,28.8,E@1.3,1.8,,0,26.3,92.5,30.34,26.4,41.4,30.2,38.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-15,24:00,29.5,E@2.5,2.9,,0,27.2,92.7,30.34,26.4,41.4,30.2,38.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-16,00:15,29.9,E@2.2,2.9,,0,27.4,92.0,30.34,26.4,41.4,30.2,38.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-16,00:30,29.8,E@2.0,2.7,,0,27.2,91.6,30.35,26.4,41.4,30.2,38.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-16,00:45,29.3,E@2.5,3.6,,0,26.0,89.5,30.35,26.4,41.4,30.2,38.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-16,01:00,28.3,E@2.7,3.4,,0,25.0,89.6,30.36,26.4,41.4,30.2,38.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-16,01:15,27.6,E@2.2,3.4,,0,24.8,91.5,30.36,26.4,41.4,30.2,38.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-16,01:30,28.1,E@1.8,2.5,,0,25.2,91.3,30.36,26.4,41.4,30.2,38.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
2019-12-16,01:45,28.4,E@2.7,3.4,,0,25.9,92.7,30.36,26.4,41.4,30.2,38.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:44:15.149753
