Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-08-30,01:00,61.9,N @1.3,2.0,,0,58.3,87.9,30.01,29.1,73.7,27.7,73.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,02:00,61.3,N @1.3,2.5,,0,58.1,89.1,30.03,29.1,73.7,27.6,73.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,03:00,60.6,NE@1.3,2.2,,0,57.0,88.0,30.03,29.1,73.7,27.6,73.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,04:00,60.3,NE@0.4,1.6,,0,54.9,82.1,30.03,29.1,73.7,27.7,72.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,05:00,60.0,NE@1.1,2.2,,0,55.7,85.8,30.04,29.1,73.6,27.6,72.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,06:00,58.5,NE@1.1,1.8,,0,55.1,88.7,30.04,29.1,73.6,27.6,72.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,07:00,57.9,NE@0.9,1.8,,22,55.7,92.4,30.05,29.1,73.6,27.6,72.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,08:00,64.0,NE@0.9,1.8,,134,58.5,82.3,30.07,29.1,73.6,27.6,72.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,09:00,69.0,NE@1.3,2.7,,326,58.9,70.2,30.07,29.1,73.5,27.6,72.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,10:00,74.5,NE@0.7,2.0,,476,58.1,56.6,30.07,29.1,73.5,27.5,72.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,11:00,78.2,NE@1.1,2.7,,506,57.3,48.5,30.06,29.1,73.4,27.5,72.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,12:00,84.3,NE@1.1,3.4,,725,57.6,40.2,30.05,29.1,73.4,27.5,72.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,13:00,85.3,N @1.3,2.9,,568,56.5,37.6,30.04,29.1,73.4,27.4,72.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
2019-08-30,14:00,87.7,N @2.7,6.5,,795,56.1,34.3,30.03,29.1,73.3,27.4,72.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:23.602880
