Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-05-02,01:00,46.0,W@1.3,3.8,,0,27.0,47.2,29.97,28.3,51.4,30.6,52.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,02:00,45.1,E@1.3,3.6,,0,26.3,47.4,29.97,28.3,51.4,30.6,52.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,03:00,45.5,SW@4.0,7.6,,0,25.8,45.8,29.98,28.3,51.4,30.6,52.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,04:00,44.5,SW@3.1,11.2,,0,24.8,45.6,29.99,28.3,51.5,30.6,52.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,05:00,46.7,S@4.9,10.3,,0,25.1,42.3,29.99,28.3,51.6,30.6,52.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,06:00,44.0,W@2.2,6.5,,5,25.1,47.0,29.99,28.3,51.6,30.6,51.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,07:00,44.0,SW@2.5,5.4,,65,26.8,50.5,30.0,28.3,51.6,30.6,51.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,08:00,47.8,W@3.8,7.6,,228,28.6,47.0,30.02,28.4,51.6,30.6,51.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,09:00,52.1,N @3.8,5.6,,387,30.3,42.9,30.02,28.5,51.6,30.6,51.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,10:00,54.7,NW@3.8,6.5,,599,28.1,35.7,30.02,28.5,51.6,30.6,51.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,11:00,56.1,W@4.5,9.4,,745,25.3,30.3,30.03,28.5,51.6,30.6,50.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,12:00,60.4,W@10.5,15.7,,720,27.9,28.9,29.49,28.5,51.6,30.6,50.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,13:00,59.6,NW@11.2,16.3,,895,28.4,30.3,30.03,28.5,51.6,30.6,50.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,14:00,60.8,NW@10.5,14.5,,897,27.6,28.1,30.03,28.5,51.6,30.6,50.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,15:00,61.8,NW@10.1,14.5,,852,28.6,28.3,30.03,28.5,51.6,30.6,50.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,16:00,62.3,NW@8.1,13.2,,747,27.7,26.8,30.03,28.5,51.6,30.6,50.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,17:00,62.6,NW@4.3,8.9,,597,27.0,25.7,30.03,28.5,51.6,30.6,50.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,18:00,62.3,NW@3.8,8.1,,411,28.1,27.2,30.03,28.5,51.5,30.6,50.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,19:00,61.8,NW@2.9,5.8,,221,29.4,29.2,30.03,28.5,51.5,30.6,51.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,20:00,58.2,NW@1.6,3.4,,55,32.9,38.3,30.04,28.5,51.5,30.6,51.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,21:00,53.1,NW@1.1,3.1,,0,31.3,43.1,30.06,28.4,51.6,30.6,52.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
2019-05-02,22:00,47.8,E@3.8,5.4,,0,34.8,60.6,30.07,28.3,51.6,30.6,52.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:18.337140
