Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-12-14,00:15,31.6,30.3,95.7,0.0,0,30.14,S,1.1,2.2,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,00:30,31.3,30.0,95.8,0.0,0,30.15,W,1.3,1.8,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,00:45,31.3,30.0,95.9,0.0,0,30.15,W,0.2,0.9,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,01:00,31.3,30.1,96.1,0.0,0,30.15,W,0.4,1.1,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,01:15,31.3,30.1,96.3,0.0,0,30.15,W,0.7,1.3,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,01:30,31.4,30.2,96.0,0.0,0,30.16,W,0.2,0.9,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,01:45,31.3,30.2,96.2,0.0,0,30.16,W,0.7,0.9,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,02:00,31.3,30.1,96.3,0.0,0,30.16,W,0.7,1.1,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,02:15,31.3,30.0,95.9,0.0,0,30.17,W,0.9,1.3,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,02:30,31.3,30.1,96.3,0.0,0,30.17,SW,1.1,1.6,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,02:45,31.3,30.2,96.4,0.0,0,30.17,SW,0.7,1.1,26.1,38.84,30.4,36.14,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,03:00,,,96.4,0.0,0,30.18,SW,1.1,1.3,26.1,38.84,30.4,36.12,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,03:15,,,96.4,0.0,0,30.18,SE,2.0,2.7,26.1,38.84,30.4,36.12,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,03:30,31.3,30.1,96.2,0.0,0,30.18,E,3.4,4.7,26.1,38.84,30.4,36.12,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,03:45,31.0,29.8,96.3,0.0,0,30.18,E,4.3,4.9,26.1,38.84,30.4,36.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,04:00,30.9,29.7,96.3,0.0,0,30.18,E,4.5,4.9,26.1,38.84,30.4,36.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,04:15,30.9,29.7,96.3,0.0,0,30.18,E,3.8,4.9,26.1,38.84,30.4,36.12,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,04:30,31.0,29.8,96.4,0.0,0,30.18,E,3.1,4.3,26.1,38.84,30.4,36.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,04:45,31.2,30.1,96.4,0.0,0,30.19,E,2.2,3.4,26.1,38.84,30.4,36.09,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,05:00,31.3,30.1,96.3,0.0,0,30.2,E,2.2,2.7,26.1,38.84,30.4,36.09,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,05:15,31.2,30.1,96.4,0.0,0,30.2,E,1.1,2.5,26.1,38.84,30.4,36.05,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,05:30,31.1,29.9,96.3,0.0,0,30.21,E,2.5,3.6,26.1,38.84,30.4,36.03,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,05:45,31.2,30.1,96.5,0.0,0,30.21,E,1.6,2.2,26.1,38.84,30.4,36.09,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,06:00,31.1,30.0,96.5,0.0,0,30.22,E,1.6,1.8,26.1,38.84,30.4,36.09,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,06:15,30.9,29.8,96.5,0.0,0,30.22,E,0.9,1.8,26.1,38.84,30.4,36.07,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
2020-12-14,06:30,30.9,29.8,96.5,0.0,0,30.22,E,1.1,1.6,26.1,38.84,30.4,36.01,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:53:08.050105
