Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-06-13,01:00,67.3,E@2.2,4.0,,0,56.7,68.8,29.91,29.1,68.3,29.9,74.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,02:00,64.9,E@3.6,4.5,,0,57.1,75.7,29.38,29.1,68.4,29.9,74.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,03:00,64.2,E@3.6,4.5,,0,56.5,76.0,29.91,29.1,68.6,29.9,74.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,04:00,62.3,E@3.1,4.0,,0,57.1,83.0,29.9,29.1,68.7,29.9,74.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,05:00,61.0,E@3.6,4.7,,0,57.3,87.7,29.9,29.1,68.9,29.9,74.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,06:00,60.4,E@3.4,4.9,,32,57.8,91.1,29.91,29.1,69.0,29.9,73.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,07:00,64.5,NE@5.1,6.7,,154,59.0,82.2,29.92,29.1,69.1,29.9,73.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,08:00,66.4,NE@4.7,6.5,,235,59.9,79.5,29.92,29.1,69.1,29.9,73.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,09:00,69.6,NE@5.4,7.4,,425,61.0,74.2,29.92,29.2,69.3,29.9,73.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,10:00,73.5,NE@5.1,7.4,,550,62.3,68.0,29.91,29.2,69.3,29.9,72.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,11:00,78.3,NE@4.7,5.8,,711,63.6,60.6,29.9,29.2,69.3,29.9,72.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,12:00,83.0,NE@3.8,5.8,,845,63.9,52.6,29.89,29.2,69.4,29.9,72.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,13:00,87.2,NE@2.7,4.3,,875,59.4,39.2,29.87,29.2,69.4,29.9,72.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,14:00,88.8,NW@2.5,5.8,,656,56.3,33.3,29.85,29.2,69.4,29.9,72.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,15:00,83.4,E@2.2,4.0,,167,63.1,50.5,29.85,29.2,69.4,29.9,72.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,16:00,80.6,SE@4.3,6.3,,252,62.1,53.5,29.83,29.2,69.4,29.9,72.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,17:00,83.5,SE@4.9,7.2,,389,61.9,48.2,29.82,29.2,69.4,29.9,73.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,18:00,83.1,S@9.6,16.8,,469,58.5,43.2,29.81,29.1,69.4,29.9,73.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,19:00,83.3,S@7.4,11.0,,356,55.1,38.0,29.79,29.2,69.4,29.9,74.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,20:00,79.8,S@8.3,11.0,,138,53.6,40.3,29.79,29.1,69.5,29.9,74.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,21:00,74.1,E@1.8,5.8,,11,52.8,47.3,29.79,29.2,69.6,29.9,74.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,22:00,71.0,SE@2.7,6.5,,0,51.0,49.2,29.8,29.2,69.7,29.9,74.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,23:00,69.2,SE@2.5,3.8,,0,51.5,53.2,29.8,29.2,69.8,29.9,75.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-13,24:00,69.3,S@1.6,3.1,,0,52.3,54.6,29.82,29.2,69.8,29.9,75.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-14,01:00,70.1,S@4.9,7.8,,0,52.2,52.9,29.83,29.2,69.9,29.9,75.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-14,02:00,66.4,N @1.3,3.6,,0,51.9,59.6,29.85,29.1,70.0,29.9,74.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-14,03:00,64.5,SE@1.3,4.0,,0,51.4,62.5,29.86,29.1,70.1,29.8,74.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-14,04:00,64.4,S@3.6,6.5,,0,51.0,61.5,29.87,29.1,70.2,29.8,74.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-14,05:00,65.3,S@4.7,7.8,,0,50.4,58.5,29.87,29.1,70.2,29.9,74.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-14,06:00,65.2,E@3.1,8.3,,37,49.4,56.5,29.88,29.2,70.3,29.9,74.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-14,07:00,65.4,NE@2.9,5.4,,161,53.1,64.5,29.9,29.2,70.3,29.9,73.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-14,08:00,67.4,NE@4.9,6.9,,321,54.5,63.1,29.93,29.2,70.4,29.9,73.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
2019-06-14,09:00,71.1,NE@4.5,6.5,,490,54.2,55.0,29.93,29.2,70.4,29.9,73.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:02.333060
