Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-07-01,01:00,61.2,E@2.9,3.8,,0,50.5,67.9,30.02,29.0,69.4,28.9,73.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
2019-07-01,02:00,59.4,E@2.0,3.8,,0,50.9,73.4,30.02,29.0,69.5,28.9,73.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
2019-07-01,03:00,58.4,E@2.9,3.8,,0,50.8,75.7,30.02,29.0,69.6,28.9,73.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
2019-07-01,04:00,56.1,E@3.1,4.7,,0,48.7,75.9,30.02,29.0,69.7,28.9,73.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
2019-07-01,05:00,55.4,E@3.1,4.7,,0,48.9,78.7,30.03,29.0,69.8,28.9,72.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
2019-07-01,06:00,56.2,E@3.1,3.8,,46,49.9,79.5,30.04,29.0,69.9,28.8,72.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
2019-07-01,07:00,60.3,E@3.4,4.5,,134,50.9,71.0,30.04,29.0,70.0,28.8,72.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
2019-07-01,08:00,61.9,NE@4.3,6.0,,212,52.1,70.0,30.04,29.1,70.0,28.8,72.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
2019-07-01,09:00,67.2,NE@4.3,5.8,,394,53.0,60.3,30.05,29.1,70.1,28.9,71.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
2019-07-01,10:00,72.4,NE@2.7,4.5,,566,51.9,48.4,30.04,29.1,70.1,28.9,71.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:21.293389
