Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-07-07,01:00,61.4,E@2.7,3.1,,0,50.6,67.6,29.95,29.1,71.5,28.6,73.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,02:00,59.7,E@2.9,4.0,,0,49.0,67.7,29.95,29.1,71.6,28.6,73.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,03:00,59.6,E@2.5,3.6,,0,50.0,70.6,29.96,29.0,71.6,28.6,73.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,04:00,58.8,E@2.7,3.4,,0,49.1,70.0,29.96,29.0,71.7,28.6,73.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,05:00,57.5,E@2.9,4.7,,0,48.9,72.7,29.98,29.1,71.7,28.6,73.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,06:00,55.6,NE@2.9,4.3,,27,47.7,74.7,29.99,29.1,71.8,28.6,73.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,07:00,57.7,E@3.4,4.5,,125,48.7,71.8,30.0,29.0,71.8,28.5,73.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,08:00,61.7,E@4.7,6.7,,301,48.2,61.1,30.01,29.1,71.8,28.6,72.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,09:00,64.0,NE@4.0,5.8,,374,47.9,55.6,30.01,29.1,71.8,28.5,72.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,10:00,67.3,E@4.0,6.7,,562,48.2,50.3,30.0,29.1,71.8,28.5,72.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,11:00,69.6,E@3.4,5.1,,782,48.3,46.7,29.99,29.1,71.8,28.5,72.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,12:00,72.6,NE@2.9,5.1,,820,47.8,41.3,29.98,29.1,71.8,28.6,71.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,13:00,74.7,E@3.4,6.3,,904,48.2,39.1,29.96,29.1,71.8,28.6,71.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,14:00,77.0,N @3.6,6.7,,930,47.9,35.8,29.94,29.1,71.7,28.5,71.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,15:00,77.8,N@4.0,6.9,,824,47.7,34.6,29.92,29.1,71.7,28.5,71.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,16:00,78.8,N@4.9,9.4,,794,47.5,33.2,29.9,29.1,71.6,28.5,71.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,17:00,78.7,N@5.6,9.4,,609,47.5,33.3,29.89,29.1,71.6,28.6,71.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,18:00,77.6,NW@6.0,9.2,,442,47.5,34.6,29.88,29.1,71.6,28.6,71.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,19:00,76.8,NW@6.5,9.6,,309,46.4,34.1,29.89,29.1,71.6,28.6,71.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,20:00,73.4,N@4.3,7.8,,129,45.9,37.4,29.9,29.1,71.5,28.6,71.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,21:00,68.1,N @1.6,2.7,,26,46.4,45.7,29.92,29.1,71.5,28.6,72.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,22:00,61.8,E@2.7,3.4,,0,50.5,66.2,29.94,29.1,71.5,28.6,73.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,23:00,59.8,E@2.9,4.0,,0,50.0,69.8,29.94,29.1,71.5,28.6,73.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-07,24:00,59.7,E@2.2,3.6,,0,47.4,63.6,29.93,29.1,71.6,28.6,74.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,01:00,57.2,SE@1.6,3.4,,0,46.5,67.3,29.93,29.1,71.6,28.6,74.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,02:00,55.2,E@1.8,3.4,,0,47.5,75.0,29.94,29.1,71.7,28.6,74.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,03:00,53.7,E@2.7,3.6,,0,47.9,80.5,29.94,29.1,71.8,28.6,74.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,04:00,52.2,E@2.5,4.3,,0,47.9,85.0,29.95,29.1,71.8,28.6,73.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,05:00,51.4,E@2.7,3.6,,0,47.3,85.7,29.95,29.1,71.9,28.6,73.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,06:00,51.6,E@1.8,2.5,,21,47.1,84.6,29.96,29.1,71.9,28.6,73.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,07:00,54.9,E@1.3,2.9,,107,48.5,79.0,29.97,29.1,71.9,28.5,73.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,08:00,59.7,E@2.2,3.6,,259,50.0,70.4,29.98,29.1,72.0,28.5,72.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,09:00,65.4,NE@2.0,3.4,,478,50.1,57.6,29.98,29.1,72.0,28.5,72.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,10:00,68.9,N @2.2,4.5,,564,48.9,48.8,29.97,29.1,72.0,28.5,72.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
2019-07-08,11:00,72.0,N @2.5,4.5,,706,50.2,46.0,29.95,29.1,71.9,28.5,71.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:41:27.772295
