Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-05-26,01:00,54.1,NE@4.0,6.0,,0,53.1,96.2,29.82,29.2,59.6,30.2,61.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,02:00,53.2,NE@2.9,4.7,,0,52.3,96.6,29.82,29.2,59.6,30.2,61.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,03:00,51.5,NE@2.5,4.0,,0,51.2,98.6,29.82,29.1,59.7,30.2,61.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,04:00,50.7,E@2.5,3.8,,0,50.5,99.3,29.81,29.1,59.7,30.2,60.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,05:00,50.1,E@1.1,2.5,,0,50.1,100.0,29.81,29.1,59.7,30.2,60.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,06:00,49.1,SE@1.6,2.7,,51,49.0,99.7,29.82,29.1,59.8,30.2,60.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,07:00,51.2,S@0.7,2.2,,100,50.4,97.2,29.83,28.9,59.9,30.2,60.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,08:00,53.7,SE@1.1,3.1,,221,52.1,94.2,29.84,28.6,59.9,30.1,60.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,09:00,57.1,N @1.6,3.6,,354,53.5,87.6,29.86,28.5,59.9,30.1,60.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,10:00,57.9,N @3.8,6.3,,233,54.1,87.2,29.86,28.5,59.9,30.1,60.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,11:00,59.3,NE@2.7,4.9,,497,54.6,84.2,29.86,28.5,59.9,30.1,59.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,12:00,64.3,NE@3.1,5.6,,783,55.6,73.2,29.85,28.5,59.9,30.1,59.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,13:00,66.9,N@2.7,5.4,,824,56.3,68.8,29.82,28.5,59.9,30.1,59.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,14:00,68.8,N @2.5,4.9,,663,56.3,64.4,29.81,28.5,59.9,30.1,59.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,15:00,71.7,N @3.1,6.7,,887,55.9,57.4,29.8,28.5,59.8,30.1,59.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,16:00,71.0,NE@8.1,14.3,,438,55.8,58.5,29.8,28.5,59.8,30.1,60.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,17:00,65.6,NE@6.7,12.5,,82,54.5,67.3,29.82,28.5,59.8,30.1,60.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,18:00,64.0,NE@9.2,14.3,,82,51.9,64.9,29.83,28.5,59.7,30.1,60.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,19:00,62.7,E@8.5,11.0,,106,52.1,68.3,29.84,28.5,59.7,30.1,61.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,20:00,60.5,NE@7.2,10.5,,46,52.0,73.5,29.85,28.5,59.8,30.1,61.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,21:00,58.3,NE@4.5,6.9,,4,51.4,77.9,29.87,28.5,59.8,30.1,61.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,22:00,55.6,NE@3.8,4.3,,0,51.0,84.3,29.88,28.4,59.9,30.1,61.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,23:00,53.7,E@3.4,3.8,,0,51.0,90.5,29.88,28.5,59.9,30.1,61.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-26,24:00,53.3,E@3.1,3.6,,0,50.9,91.2,29.89,28.5,59.9,30.1,61.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,01:00,51.5,E@2.5,3.1,,0,49.5,92.6,29.89,28.5,60.0,30.1,61.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,02:00,51.1,E@2.7,3.4,,0,49.5,94.2,29.89,28.5,60.1,30.1,61.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,03:00,50.9,SE@1.6,2.5,,0,48.6,91.6,29.89,28.5,60.1,30.1,61.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,04:00,49.9,SE@1.1,2.0,,0,48.3,94.1,29.9,28.5,60.1,30.1,61.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,05:00,49.2,SE@1.6,2.7,,0,47.9,95.4,29.92,28.5,60.1,30.1,60.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,06:00,50.1,SE@1.1,2.0,,36,48.5,94.3,29.92,28.5,60.2,30.1,60.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,07:00,53.7,W@0.7,2.0,,202,50.6,89.3,29.93,28.5,60.2,30.1,60.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,08:00,54.7,W@1.3,2.5,,154,51.7,89.8,29.94,28.5,60.2,30.1,60.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,09:00,55.4,W@1.1,2.5,,304,52.1,88.5,29.94,28.5,60.2,30.1,60.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,10:00,60.5,SW@1.6,3.6,,643,52.3,74.3,29.93,28.5,60.2,30.1,59.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,11:00,64.2,W@2.2,4.0,,773,51.7,63.8,29.93,28.5,60.2,30.1,59.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,12:00,67.6,N @1.8,3.6,,864,49.1,51.5,29.91,28.5,60.1,30.1,59.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,13:00,69.9,W@3.4,7.2,,892,51.3,51.6,29.91,28.5,60.1,30.1,59.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,14:00,69.9,NW@6.0,8.7,,578,53.4,55.7,29.91,28.5,60.1,30.1,59.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,15:00,68.3,NW@4.0,6.5,,253,52.9,57.9,29.91,28.5,60.1,30.1,59.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,16:00,66.5,NW@4.5,8.9,,228,53.7,63.4,29.91,28.7,60.0,30.1,60.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,17:00,62.0,SE@3.8,5.8,,179,56.0,80.8,29.92,29.2,59.9,30.2,60.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,18:00,65.4,S@3.4,4.5,,202,56.3,72.4,29.91,28.6,59.9,30.1,60.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,19:00,65.3,S@3.1,4.7,,134,57.3,75.1,29.9,28.5,59.9,30.1,61.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,20:00,63.5,S@2.2,3.8,,46,56.8,78.8,29.91,28.5,59.9,30.1,61.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,21:00,60.0,S@2.7,3.6,,4,54.4,81.6,29.92,28.4,59.9,30.1,61.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,22:00,60.2,SE@2.9,5.6,,0,53.8,79.4,29.94,28.4,60.0,30.1,61.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,23:00,59.5,E@2.9,5.1,,0,53.8,81.4,29.94,28.4,60.1,30.1,61.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-27,24:00,56.9,E@2.9,3.8,,0,52.9,86.3,29.95,28.4,60.1,30.1,61.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,01:00,55.8,E@3.1,4.3,,0,52.6,88.7,29.95,28.4,60.1,30.1,61.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,02:00,54.4,E@3.1,4.5,,0,51.5,90.0,29.96,28.4,60.2,30.1,61.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,03:00,52.8,E@3.1,3.8,,0,50.8,92.9,29.97,28.4,60.2,30.1,61.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,04:00,51.9,E@3.6,4.9,,0,50.3,94.4,29.98,28.4,60.3,30.1,61.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,05:00,51.3,E@3.8,5.1,,0,50.0,95.4,29.99,28.5,60.3,30.1,61.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,06:00,51.2,E@3.1,4.0,,42,50.3,96.7,29.99,28.5,60.3,30.1,61.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,07:00,54.9,E@2.7,4.3,,153,52.5,91.5,30.0,28.5,60.3,30.1,61.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,08:00,58.5,NE@2.7,3.8,,308,54.2,85.7,30.02,28.5,60.4,30.1,60.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,09:00,61.7,E@1.6,2.7,,475,54.6,77.6,30.03,28.5,60.4,30.1,60.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,10:00,64.4,W@2.0,4.0,,632,56.0,74.1,30.03,28.5,60.4,30.1,60.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,11:00,72.9,NW@2.0,4.9,,762,57.2,57.8,30.02,28.5,60.4,30.1,60.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,12:00,70.0,SW@2.5,5.4,,861,53.6,55.9,30.0,28.5,60.4,30.1,60.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,13:00,73.0,N@2.0,4.3,,912,52.0,47.8,29.99,28.5,60.3,30.1,60.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,14:00,74.5,SE@2.7,5.4,,916,51.4,44.3,29.98,28.5,60.3,30.1,60.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,15:00,75.9,S@2.5,5.4,,869,51.0,41.7,29.96,28.5,60.3,30.1,60.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,16:00,77.6,NE@2.2,4.5,,774,51.4,40.0,29.94,28.6,60.3,30.1,60.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,17:00,79.0,W@2.0,4.7,,638,51.2,37.9,29.92,28.6,60.3,30.1,61.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,18:00,78.5,SW@2.9,4.9,,450,52.6,40.6,29.9,28.6,60.3,30.1,61.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,19:00,77.7,W@2.7,4.9,,296,55.1,45.7,29.9,28.7,60.3,30.1,62.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,20:00,74.4,W@1.8,3.8,,119,56.0,52.7,29.91,28.7,60.3,30.1,62.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,21:00,68.7,SW@1.3,2.7,,6,54.3,60.0,29.92,28.5,60.3,30.1,63.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,22:00,65.3,SE@2.2,3.4,,0,52.0,62.0,29.93,28.5,60.4,30.1,63.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,23:00,61.0,SE@2.5,3.4,,0,51.6,71.1,29.94,28.5,60.4,30.1,64.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-28,24:00,61.2,E@2.5,3.6,,0,51.0,69.0,29.94,28.5,60.6,30.1,64.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-29,01:00,58.8,E@3.6,4.5,,0,52.5,79.4,29.95,28.5,60.7,30.1,64.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-29,02:00,57.7,E@3.4,4.7,,0,51.6,80.0,29.95,28.4,60.8,30.1,64.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-29,03:00,57.8,E@2.5,3.8,,0,50.3,75.9,29.94,28.5,60.9,30.1,64.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
2019-05-29,04:00,57.1,E@1.6,4.5,,0,49.6,75.7,29.95,28.5,61.0,30.1,64.5,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:40:43.958452
