Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-06-03,00:15,59.0,45.9,61.8,0.0,0,30.12,N ,,,30.4,63.5,30.6,65.8,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,00:30,59.9,45.4,58.7,0.0,0,30.12,N ,,,30.4,63.5,30.6,65.84,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,00:45,59.9,45.1,58.0,0.0,0,30.12,N ,0.0,0.0,30.4,63.52,30.6,65.82,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,01:00,59.8,45.3,58.6,0.0,0,30.13,N ,0.0,0.0,30.4,63.52,30.6,65.84,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,01:15,58.9,44.6,58.9,0.0,0,30.13,N ,0.0,0.0,30.4,63.5,30.6,65.84,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,01:30,58.4,44.5,59.8,0.0,0,30.13,N ,0.0,0.0,30.4,63.55,30.6,65.84,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,01:45,57.5,44.4,61.5,0.0,0,30.12,N ,,,30.4,63.59,30.6,65.84,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,02:00,54.3,44.5,69.5,0.0,0,30.13,N ,,,30.4,63.59,30.6,65.84,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,02:15,53.9,44.1,69.1,0.0,0,30.13,N ,,,30.4,63.63,30.6,65.82,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,02:30,55.5,43.6,64.2,0.0,0,30.13,N ,,,30.4,63.66,30.6,65.75,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,02:45,55.3,43.8,65.0,0.0,0,30.13,N ,0.0,0.0,30.5,63.66,30.6,65.73,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,03:00,55.2,43.4,64.3,0.0,0,30.13,N ,0.0,0.0,30.5,63.66,30.6,65.66,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,03:15,55.2,43.2,63.9,0.0,0,30.13,N ,0.0,0.0,30.4,63.68,30.6,65.66,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,03:30,53.9,43.5,67.6,0.0,0,30.14,N ,0.0,0.0,30.5,63.68,30.6,65.66,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,03:45,52.6,42.8,69.3,0.0,0,30.14,N ,0.0,0.0,30.4,63.68,30.6,65.66,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,04:00,52.0,42.7,70.4,0.0,0,30.14,N ,0.0,0.0,30.5,63.68,30.6,65.66,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,04:15,51.6,42.6,71.3,0.0,0,30.14,N ,0.0,0.0,30.5,63.7,30.6,65.66,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,04:30,52.3,42.6,69.3,0.0,0,30.14,N ,0.0,0.0,30.5,63.7,30.6,65.61,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,04:45,53.0,42.3,66.9,0.0,0,30.14,N ,0.0,0.0,30.5,63.68,30.6,65.53,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,05:00,53.8,42.4,65.2,0.0,1,30.14,N ,0.0,0.0,30.5,63.73,30.6,65.48,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,05:15,53.0,42.4,67.0,0.0,10,30.14,N ,,,30.5,63.77,30.6,65.48,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,05:30,52.1,42.6,69.8,0.0,29,30.15,N ,,,30.5,63.75,30.6,65.46,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,05:45,52.3,42.7,69.8,0.0,41,30.14,N ,,,30.5,63.79,30.6,65.37,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,06:00,53.2,43.2,68.6,0.0,73,30.14,N ,,,30.5,63.84,30.6,65.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,06:15,54.5,43.8,67.2,0.0,109,30.14,N ,,,30.5,63.81,30.6,65.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,06:30,56.4,45.9,67.7,0.0,141,30.14,N ,,,30.5,63.82,30.6,65.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,06:45,57.0,47.6,70.7,0.0,177,30.14,N ,,,30.5,63.84,30.6,65.28,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,07:00,58.3,47.6,67.4,0.0,216,30.14,N ,,,30.5,63.86,30.6,65.16,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,07:15,60.0,47.7,63.7,0.0,258,30.15,N ,,,30.5,63.86,30.6,65.12,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,07:30,61.3,47.7,60.7,0.0,297,30.14,N ,,,30.4,63.84,30.6,65.07,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,07:45,61.7,48.1,60.9,0.0,343,30.14,N ,,,30.4,63.88,30.6,64.96,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,08:00,62.3,47.3,57.9,0.0,382,30.14,N ,,,30.5,63.86,30.6,64.94,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,08:15,63.1,48.4,58.7,0.0,426,30.15,N ,,,30.4,63.86,30.6,64.94,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,08:30,63.8,48.3,56.9,0.0,468,30.14,N ,,,30.4,63.86,30.6,64.87,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,08:45,64.8,48.3,54.9,0.0,524,30.15,N ,,,30.4,63.86,30.6,64.76,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,09:00,66.3,47.8,51.4,0.0,487,30.15,N ,,,30.4,63.86,30.6,64.76,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,09:15,66.4,47.8,51.1,0.0,559,30.15,N ,0.0,0.0,30.4,63.88,30.6,64.71,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,09:30,66.8,47.4,49.7,0.0,658,30.14,N ,0.0,0.0,30.4,63.86,30.6,64.58,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,09:45,67.3,47.4,48.9,0.0,736,30.13,N ,0.0,0.0,30.4,63.9,30.6,64.58,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,10:00,68.0,47.4,47.7,0.0,611,30.13,N ,0.0,0.0,30.4,63.86,30.6,64.58,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,10:15,68.0,46.9,46.7,0.0,706,30.13,N ,0.0,0.0,30.4,63.86,30.6,64.56,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,10:30,67.7,47.9,49.1,0.0,712,30.13,N ,0.0,0.0,30.4,63.88,30.6,64.53,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,10:45,67.8,47.1,47.4,0.0,642,30.13,N ,0.0,0.0,30.4,63.91,30.6,64.42,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,11:00,68.4,48.3,48.6,0.0,760,30.13,N ,0.0,0.0,30.4,63.86,30.6,64.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,11:15,69.5,48.2,46.6,0.0,691,30.13,N ,0.0,0.0,30.4,63.88,30.5,64.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
2020-06-03,11:30,69.7,47.9,45.8,0.0,645,30.13,N ,,,30.4,63.86,30.5,64.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-12-14 06:48:57.479037
