Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-02-13,23:15,43.2,SW@12.5,14.3,,0,34.0,69.8,29.89,29.8,40.3,31.6,39.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
2020-02-13,23:30,43.4,SW@11.2,12.8,,0,34.1,69.5,29.89,29.8,40.3,31.6,39.3,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
2020-02-13,23:45,42.9,W@8.5,12.1,,0,34.2,71.0,29.89,29.8,40.3,31.6,39.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
2020-02-13,24:00,42.8,W@8.1,11.2,,0,34.1,71.2,29.9,29.8,40.3,31.6,39.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
2020-02-14,00:15,41.7,W@6.0,8.3,,0,34.0,73.9,29.9,29.8,40.3,31.6,39.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
2020-02-14,00:30,41.2,W@6.3,7.6,,0,33.6,74.2,29.9,29.8,40.3,31.6,39.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
2020-02-14,00:45,40.2,W@4.9,6.3,,0,33.1,75.5,29.91,29.8,40.3,31.6,39.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
2020-02-14,01:00,39.7,W@6.5,9.4,,0,32.5,75.2,29.91,29.8,40.3,31.6,39.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
2020-02-14,01:15,41.2,W@12.3,14.3,,0,30.8,66.2,29.9,29.8,40.3,31.6,39.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
2020-02-14,01:30,41.1,W@12.8,16.3,,0,29.5,63.0,29.91,29.8,40.3,31.6,39.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:45:15.138765
