Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg," 20""Soil VWC %", 20 in. Soil Tmp °F," 10""Soil VWC %", 10 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-09-05,01:00,61.8,N @0.4,1.1,,0,44.2,52.4,30.04,28.7,74.8,26.0,76.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
2019-09-05,02:00,60.4,N @0.2,0.9,,0,43.3,53.1,30.04,28.7,74.9,26.0,76.1,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
2019-09-05,03:00,58.6,N @0.2,1.1,,0,40.9,51.8,30.05,28.7,74.9,26.0,76.0,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
2019-09-05,04:00,58.0,N @0.0,0.2,,0,41.0,53.1,30.06,28.7,74.9,25.9,75.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
2019-09-05,05:00,56.7,N @0.0,0.4,,0,41.1,55.8,30.06,28.7,75.0,25.9,75.7,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
2019-09-05,06:00,56.4,N @0.0,0.4,,0,41.7,57.5,30.08,28.7,75.0,25.9,75.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
2019-09-05,07:00,55.8,N @0.0,0.2,,27,42.3,60.4,30.09,28.7,75.0,25.9,75.2,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
2019-09-05,08:00,61.5,N @0.0,0.2,,149,43.9,52.4,30.1,28.7,75.0,25.9,74.9,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
2019-09-05,09:00,67.5,N @0.2,0.9,,311,44.8,43.9,30.09,28.7,75.0,25.9,74.6,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
2019-09-05,10:00,72.6,N @0.7,2.0,,475,45.4,37.7,30.09,28.7,75.0,25.8,74.4,"Lewiston.E*, Lewiston, Nez Perce County",100028,Lewiston.E*,2020-06-01 20:42:29.494353
