Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2012-05-24,00:15,50.1,50.2,37.0,60.5,0.0,SW@12.5,17.5,,64.4,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,00:30,49.6,49.6,37.3,62.5,0.01,SW@11.6,18.2,,64.3,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,00:45,48.8,48.9,37.0,63.7,0.01,SW@9.9,13.2,,64.3,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,01:00,48.3,48.4,36.5,63.5,0.01,SW@8.5,11.0,,64.2,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,01:15,47.5,47.5,36.4,65.4,0.02,SW@5.5,7.4,,64.2,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,01:30,47.1,47.2,36.3,65.7,0.02,SW@5.8,8.2,,64.2,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,01:45,46.8,46.9,36.4,66.9,0.02,SW@5.8,8.2,,64.1,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,02:00,46.0,46.1,36.6,69.3,0.03,S@4.8,7.1,,64.1,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,02:15,45.8,46.0,36.5,69.7,0.03,SW@6.1,11.7,,64.0,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,02:30,46.6,46.8,36.3,67.2,0.02,SW@8.8,11.7,,64.0,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,02:45,46.5,46.6,36.0,66.7,0.02,SW@10.1,14.2,,63.9,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
2012-05-24,03:00,45.8,45.8,35.9,68.2,0.02,SW@6.9,9.9,,63.9,0.0,0.0,0,,"Hundred Circles, Benton County",100140,Hundred Circles,2017-12-12 01:05:22.110150
