Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-01-14,23:15,27.5,27.2,26.6,99.3,0.0,SW@0.1,2.4,36.1,40.6,0.0,0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-14,23:30,26.6,26.3,25.5,99.3,0.0,SW@0.0,1.7,36.0,40.6,0.0,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-14,23:45,27.6,27.3,26.6,99.2,0.0,SE@0.5,2.8,35.9,40.6,0.0,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-14,24:00,27.4,27.4,26.5,99.3,0.0,SE@2.2,3.5,35.8,40.5,0.0,0,29.96,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,00:15,27.0,26.9,26.0,99.3,0.0,E@0.4,2.4,35.7,40.5,0.0,0,29.96,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,00:30,27.9,27.8,27.0,99.3,0.0,E@1.0,2.8,35.6,40.5,0.0,0,29.96,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,00:45,27.2,27.2,26.3,99.3,0.0,NE@0.7,2.8,35.5,40.4,0.0,0,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,01:00,26.1,26.0,25.0,99.2,0.0,W@1.4,4.2,35.4,40.4,0.0,0,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,01:15,25.7,25.6,24.5,98.9,0.0,N@1.2,3.5,35.3,40.3,0.0,0,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,01:30,27.4,27.1,26.4,99.1,0.0,NE@1.1,3.1,35.3,40.3,0.0,0,29.96,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,01:45,28.1,28.0,27.2,99.3,0.0,NE@2.0,3.5,35.2,40.2,0.0,0,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,02:00,27.7,27.7,26.8,99.3,0.0,E@1.7,3.5,35.2,40.2,0.0,0,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,02:15,26.3,26.3,25.2,99.3,0.0,S@2.4,4.2,35.1,40.1,0.0,0,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,02:30,28.0,27.9,27.1,99.2,0.0,NE@2.0,3.1,35.0,40.1,0.0,0,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,02:45,26.8,26.7,25.7,99.2,0.0,W@1.6,2.8,35.0,40.0,0.0,0,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,03:00,26.5,26.3,25.4,99.1,0.0,N@0.3,2.4,34.9,40.0,0.0,0,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,03:15,27.7,27.6,26.8,99.2,0.0,E@1.6,4.2,34.9,40.0,0.0,0,29.94,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,03:30,26.9,26.9,25.8,99.2,0.0,SE@1.5,3.9,34.9,39.9,0.0,0,29.94,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,03:45,27.7,27.6,26.7,99.2,0.0,SE@2.2,3.5,34.8,39.9,0.0,0,29.94,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,04:00,27.8,27.8,27.0,99.3,0.0,S@0.5,2.4,34.8,39.8,0.0,0,29.93,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,04:15,27.2,27.2,26.3,99.3,0.0,N@0.7,2.4,34.7,39.8,0.0,0,29.93,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,04:30,27.8,27.6,26.8,99.2,0.0,NE@0.6,3.1,34.7,39.8,0.0,0,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,04:45,27.6,27.5,26.6,99.2,0.0,N@2.2,3.5,34.7,39.7,0.0,0,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,05:00,26.7,26.6,25.6,99.2,0.0,NE@1.4,3.5,34.6,39.7,0.0,0,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,05:15,25.9,25.7,24.7,99.0,0.0,N@1.5,3.5,34.6,39.6,0.0,0,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,05:30,26.7,26.5,25.6,98.9,0.0,E@1.8,3.9,34.6,39.6,0.0,0,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,05:45,25.4,25.3,24.1,98.8,0.0,SE@0.6,2.4,34.5,39.6,0.0,0,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
2019-01-15,06:00,26.8,26.7,25.7,99.0,0.0,E@1.2,2.8,34.5,39.5,0.0,0,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2019-06-26 07:36:52.125726
