Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2018-04-15,00:15,43.2,43.1,42.3,96.8,0.19,SE@1.7,5.3,47.4,48.8,0.02,0,29.99,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,00:30,43.2,43.2,42.3,96.5,0.2,NE@2.6,4.2,47.3,48.7,0.02,0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,00:45,43.1,43.1,42.3,96.7,0.19,E@0.5,4.6,47.2,48.7,0.03,0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,01:00,43.1,43.0,42.2,96.5,0.19,SE@2.0,4.9,47.2,48.7,0.01,0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,01:15,43.0,43.0,42.0,96.1,0.19,SE@2.2,4.9,47.1,48.6,0.02,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,01:30,42.9,42.9,42.0,96.3,0.18,E@1.1,3.9,47.1,48.6,0.02,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,01:45,42.8,42.7,41.8,96.5,0.18,S@0.4,3.1,47.0,48.6,0.0,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,02:00,42.7,42.6,41.6,95.9,0.19,NE@1.4,3.9,46.9,48.5,0.01,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,02:15,42.6,42.5,41.3,95.2,0.2,N@0.9,2.8,46.9,48.5,0.01,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,02:30,42.5,42.4,41.2,95.1,0.2,NE@0.0,1.7,46.9,48.5,0.0,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,02:45,42.3,42.3,41.0,95.0,0.2,S@0.3,2.8,46.9,48.5,0.01,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,03:00,42.4,42.3,41.1,95.4,0.2,E@0.3,2.8,46.8,48.4,0.0,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,03:15,42.2,42.1,41.0,95.8,0.2,W@0.0,1.4,46.8,48.4,0.0,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,03:30,42.0,41.9,40.9,95.8,0.22,N@0.0,0.0,46.8,48.4,0.01,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
2018-04-15,03:45,41.8,41.8,40.8,96.0,0.22,NE@0.6,3.1,46.7,48.4,0.0,0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2018-09-11 11:59:03.461363
