Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-03-02,23:15,42.3,31.0,63.9,0.0,SW@12.0,17.5,0.0,0,35.2,33.6,9.0,29.88,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-02,23:30,42.6,31.0,63.3,0.0,SW@12.0,18.9,0.0,0,35.1,33.6,9.0,29.88,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-02,23:45,42.4,31.0,63.7,0.0,SW@11.4,15.7,0.0,0,35.1,33.6,9.0,29.87,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-02,24:00,42.6,30.9,63.1,0.0,SW@11.1,17.5,0.0,0,35.0,33.6,9.0,29.88,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,00:15,42.3,30.8,63.5,0.0,SW@11.1,15.3,0.0,0,35.0,33.6,9.0,29.88,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,00:30,42.5,30.7,62.8,0.0,SW@12.6,16.7,0.0,0,34.9,33.6,9.0,29.87,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,00:45,42.0,30.5,63.5,0.0,SW@10.1,13.9,0.0,0,34.9,33.6,9.0,29.87,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,01:00,41.5,30.4,64.3,0.0,SW@8.5,12.8,0.0,0,34.8,33.6,9.0,29.88,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,01:15,41.9,30.1,62.6,0.0,SW@9.1,14.2,0.0,0,34.8,33.6,9.0,29.88,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,01:30,42.3,29.6,60.3,0.0,SW@10.2,15.3,0.0,0,34.7,33.6,9.0,29.87,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,01:45,44.1,28.1,52.9,0.0,W@14.3,22.8,0.0,0,34.7,33.6,9.0,29.87,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,02:00,45.2,26.5,47.6,0.0,W@17.0,22.8,0.0,0,34.6,33.6,9.0,29.87,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,02:15,45.5,25.4,45.1,0.0,W@16.4,22.1,0.0,0,34.6,33.6,9.0,29.88,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,02:30,45.7,25.0,43.9,0.0,W@16.4,21.0,0.0,0,34.5,33.6,9.0,29.89,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,02:45,45.1,25.0,45.1,0.0,W@14.7,20.7,0.0,0,34.5,33.6,9.0,29.9,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,03:00,44.6,25.1,46.0,0.0,W@14.0,20.7,0.0,0,34.5,33.6,9.0,29.91,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,03:15,44.0,25.4,47.6,0.0,W@12.2,17.1,0.0,0,34.5,33.6,9.0,29.91,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,03:30,42.9,25.4,49.7,0.0,W@10.0,15.0,0.0,0,34.4,33.6,9.0,29.92,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,03:45,43.3,25.3,48.7,0.0,W@9.5,16.0,0.0,0,34.4,33.6,9.0,29.93,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
2020-03-03,04:00,42.1,25.4,51.3,0.0,NW@7.3,13.2,0.0,0,34.4,33.6,9.0,29.94,"Mansfield (Mansfield NW), Mansfield NW, Douglas County",330047,Mansfield,2020-05-03 16:42:54.114336
