Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-03-04,23:15,34.3,16.9,48.5,0.0,N @2.7,3.5,0.0,0,34.4,35.7,20.5,30.12,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
2020-03-04,23:30,34.1,16.9,48.7,0.0,N @3.0,4.2,0.0,0,34.3,35.7,20.4,30.12,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
2020-03-04,23:45,34.1,16.5,48.0,0.0,N@2.9,3.9,0.0,0,34.2,35.7,20.4,30.12,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
2020-03-04,24:00,34.1,16.3,47.6,0.0,N @2.2,3.1,0.0,0,34.2,35.6,20.4,30.11,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
2020-03-05,00:15,34.2,16.3,47.4,0.0,N @3.0,3.9,0.0,0,34.1,35.6,20.4,30.11,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
2020-03-05,00:30,34.3,15.6,45.8,0.0,N @2.3,3.1,0.0,0,34.1,35.6,20.4,30.1,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
2020-03-05,00:45,35.0,15.1,43.5,0.0,N @1.2,2.8,0.0,0,34.0,35.6,20.4,30.1,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
2020-03-05,01:00,34.9,15.2,44.0,0.0,N @2.3,3.1,0.0,0,34.0,35.6,20.4,30.1,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
2020-03-05,01:15,34.2,16.4,47.8,0.0,N @2.8,3.9,0.0,0,34.0,35.5,20.4,30.1,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
2020-03-05,01:30,34.1,16.2,47.4,0.0,N @2.3,3.5,0.0,0,33.9,35.5,20.4,30.1,"Waterville (Waterville North), Waterville, Douglas County",330046,Waterville,2020-06-01 01:31:44.708024
