Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2012-06-30,00:15,58.8,58.8,57.7,95.8,0.88,S@2.1,3.5,,64.5,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,00:30,58.8,58.7,57.7,96.1,0.87,S@1.8,2.4,,64.4,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,00:45,58.8,58.7,57.7,96.2,0.9,SW@2.5,3.9,,64.4,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,01:00,58.7,58.6,57.7,96.4,0.91,S@1.9,3.5,,64.4,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,01:15,58.7,58.6,57.8,96.6,0.9,SE@1.9,3.5,,64.3,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,01:30,58.7,58.6,57.9,96.9,0.9,SE@2.6,3.9,,64.3,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,01:45,58.7,58.6,57.9,97.1,0.93,SE@2.2,3.5,,64.2,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,02:00,58.7,58.6,58.0,97.4,0.94,S@2.0,3.5,,64.2,0.01,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,02:15,58.7,58.6,58.1,97.6,0.93,S@1.0,2.1,,64.2,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,02:30,58.8,58.7,58.2,97.7,0.93,SW@1.5,2.8,,64.1,0.01,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,02:45,58.9,58.8,58.3,97.8,0.93,S@0.9,2.8,,64.1,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,03:00,59.0,58.8,58.4,97.9,0.93,SE@0.2,2.1,,64.0,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
2012-06-30,03:15,59.1,58.9,58.5,97.8,0.94,NE@0.0,1.4,,64.0,0.0,0,,"WSU Mt Vernon, Mount Vernon, Skagit County",330101,WSU Mt Vernon,2017-11-28 03:10:45.716088
