Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-07-10,00:15,59.3,53.7,81.8,0.0,0,30.06,SW,5.8,10.4,67.2,66.0,-1166.5,-523.1,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,00:30,58.9,53.3,81.6,0.0,0,30.07,SW,5.2,12.5,66.9,66.0,-1178.4,-524.0,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,00:45,58.2,52.9,82.5,0.0,0,30.08,S,2.6,8.6,66.8,66.0,-1184.7,-524.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,01:00,57.6,52.8,83.9,0.0,0,30.08,S,2.8,7.3,66.6,66.0,-1187.1,-526.6,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,01:15,57.5,52.8,84.2,0.0,0,30.08,S,2.1,4.5,66.5,65.9,-1194.0,-525.9,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,01:30,57.4,52.6,83.9,0.0,0,30.08,S,2.9,4.9,66.4,65.8,-1202.3,-526.3,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,01:45,57.0,52.6,84.9,0.0,0,30.08,S,2.3,3.7,66.2,65.8,-1200.3,-526.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,02:00,56.3,52.4,86.7,0.0,0,30.08,S,1.5,3.1,66.1,65.8,-1204.7,-525.4,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,02:15,55.3,52.1,88.9,0.0,0,30.08,S,1.1,2.7,65.9,65.8,-1208.4,-526.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,02:30,54.8,51.8,89.6,0.0,0,30.08,S,1.6,2.6,65.8,65.8,-1211.4,-527.0,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,02:45,53.9,51.5,91.6,0.0,0,30.09,S,0.9,2.6,65.6,65.7,-1215.3,-526.1,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,03:00,55.5,51.5,86.1,0.0,0,30.09,S,2.2,5.8,65.5,65.7,-1216.5,-528.2,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,03:15,56.7,52.6,85.9,0.0,0,30.09,S,2.8,7.9,65.3,65.7,-1224.3,-526.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,03:30,57.5,52.5,83.2,0.0,0,30.1,S,3.0,7.4,65.2,65.7,-1228.0,-528.0,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,03:45,57.5,51.8,81.4,0.0,0,30.1,S,3.8,8.5,65.1,65.6,-1226.6,-526.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,04:00,57.0,51.2,80.7,0.0,0,30.11,S,3.4,6.8,64.9,65.5,-1230.0,-527.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,04:15,56.5,50.8,81.3,0.0,1,30.11,SW,2.8,7.0,64.9,65.5,-1237.1,-526.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
2021-07-10,04:30,56.3,50.7,81.5,0.0,5,30.11,SW,3.8,9.1,64.8,65.5,-1237.4,-529.2,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2021-11-10 16:20:25.733377
