Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-01-28,23:15,40.6,SE@2.0,2.8,0.0,0,40.6,100.0,30.04,-8.7,43.7,43.7,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-28,23:30,40.8,SE@1.7,2.7,0.0,0,40.8,100.0,30.04,-8.7,43.7,43.7,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-28,23:45,40.8,W@0.8,1.8,0.0,0,40.8,100.0,30.03,-8.7,43.7,43.7,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-28,24:00,40.8,SE@1.4,3.1,0.0,0,40.8,100.0,30.03,-8.7,43.7,43.7,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,00:15,40.8,SE@1.9,3.6,0.0,0,40.8,100.0,30.03,-8.7,43.6,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,00:30,40.9,S@1.3,2.1,0.0,0,40.7,99.3,30.03,-8.7,43.5,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,00:45,41.0,S@1.9,3.8,0.0,0,40.9,99.7,30.03,-8.7,43.5,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,01:00,41.0,SE@1.2,2.3,0.0,0,40.9,99.7,30.02,-8.7,43.5,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,01:15,41.0,SE@2.0,3.5,0.0,0,40.9,99.8,30.02,-8.7,43.5,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,01:30,40.9,SW@1.5,3.0,0.0,0,40.9,100.0,30.01,-8.7,43.5,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,01:45,41.0,E@1.5,3.3,0.0,0,40.9,99.9,30.0,-8.7,43.5,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,02:00,40.8,E@2.2,3.9,0.0,0,40.8,100.0,30.0,-8.7,43.5,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,02:15,41.0,SW@1.9,3.7,0.0,0,41.0,100.0,30.0,-8.7,43.4,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,02:30,41.2,S@1.9,3.4,0.0,0,41.2,100.0,30.0,-8.7,43.3,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,02:45,42.0,S@2.2,3.4,0.0,0,42.0,100.0,30.0,-8.7,43.3,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,03:00,43.7,S@3.8,12.1,0.0,0,43.6,99.6,29.99,-8.7,43.3,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,03:15,46.5,S@8.3,13.6,0.0,0,45.7,97.0,29.98,-8.7,43.3,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,03:30,47.2,S@9.0,16.4,0.0,0,47.0,99.1,29.97,-8.7,43.3,43.5,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,03:45,47.3,S@10.5,18.2,0.0,0,47.3,99.9,29.97,-8.7,43.3,43.4,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,04:00,47.6,S@9.6,15.5,0.0,0,47.6,100.0,29.97,-8.7,43.3,43.3,-8.6,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,04:15,47.4,S@9.6,18.3,0.0,0,47.4,100.0,29.96,-8.7,43.5,43.3,-8.6,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,04:30,47.2,S@8.6,16.9,0.0,0,46.6,98.0,29.96,-8.7,43.5,43.3,-8.6,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,04:45,47.5,S@8.9,16.2,0.0,0,45.9,94.3,29.95,-8.7,43.5,43.3,-8.6,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,05:00,46.9,S@7.7,14.6,0.01,0,45.8,96.0,29.95,-8.7,43.5,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,05:15,46.4,S@7.2,12.0,0.01,0,45.6,97.2,29.94,-8.7,43.5,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,05:30,46.1,S@7.7,13.8,0.01,0,45.8,99.1,29.93,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,05:45,45.9,S@8.3,16.0,0.01,0,45.7,99.3,29.91,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,06:00,45.6,S@8.7,17.1,0.01,0,45.5,99.7,29.91,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,06:15,45.5,S@8.9,16.6,0.01,0,45.4,99.9,29.91,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,06:30,45.2,S@8.8,16.4,0.02,0,45.2,100.0,29.91,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,06:45,45.3,S@7.5,13.2,0.02,0,45.2,99.7,29.9,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,07:00,45.3,S@7.9,16.9,0.01,0,45.2,99.6,29.9,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,07:15,45.3,S@9.7,16.2,0.01,0,45.1,99.5,29.9,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,07:30,45.3,S@8.7,18.4,0.01,0,45.2,99.8,29.9,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,07:45,45.2,S@9.2,15.1,0.03,0,45.1,99.4,29.9,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,08:00,44.5,S@8.5,14.3,0.03,0,44.5,99.9,29.9,-8.7,43.8,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,08:15,44.7,S@10.0,21.1,0.03,2,44.6,99.5,29.89,-8.7,43.8,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,08:30,44.6,S@10.7,20.2,0.03,4,44.6,99.8,29.88,-8.7,43.8,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
2020-01-29,08:45,44.6,S@9.5,17.3,0.02,5,44.5,99.7,29.87,-8.7,43.7,43.3,-8.7,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:31.018774
