Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-02-21,23:15,40.7,SW@4.1,6.9,0.0,0,35.4,81.2,30.07,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-21,23:30,40.8,SW@2.7,4.4,0.0,0,35.4,80.8,30.06,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-21,23:45,40.8,SW@3.2,4.3,0.0,0,35.5,81.2,30.06,-8.7,39.5,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-21,24:00,41.0,S@2.9,4.8,0.0,0,35.8,81.6,30.06,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,00:15,41.0,S@1.8,2.8,0.0,0,35.8,81.4,30.06,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,00:30,41.2,S@2.9,5.1,0.0,0,35.6,80.4,30.06,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,00:45,41.3,SW@4.0,6.5,0.0,0,36.1,81.4,30.06,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,01:00,41.5,S@3.6,6.4,0.0,0,36.2,81.4,30.05,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,01:15,41.5,SW@4.5,7.3,0.0,0,36.5,82.1,30.04,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,01:30,42.2,S@4.4,6.6,0.0,0,36.7,80.7,30.04,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,01:45,42.5,S@5.0,8.1,0.0,0,37.2,81.2,30.04,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,02:00,42.5,S@4.6,7.4,0.0,0,37.6,82.6,30.04,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,02:15,42.9,S@4.5,9.7,0.0,0,37.8,81.9,30.03,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,02:30,42.6,S@4.3,6.8,0.0,0,38.1,84.1,30.03,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,02:45,42.5,S@2.9,4.8,0.0,0,37.9,83.5,30.03,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,03:00,43.4,S@4.8,9.1,0.0,0,37.6,79.7,30.02,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,03:15,43.5,S@6.2,12.6,0.0,0,37.5,79.1,30.01,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,03:30,42.8,S@4.8,7.9,0.0,0,37.3,80.7,30.01,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,03:45,43.1,S@5.6,11.2,0.0,0,36.9,78.5,30.01,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,04:00,42.6,S@4.4,7.1,0.0,0,37.0,80.4,30.01,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,04:15,41.9,S@5.3,9.7,0.0,0,37.0,82.6,30.01,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,04:30,41.3,S@4.8,9.1,0.0,0,36.8,83.8,30.01,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,04:45,41.1,S@4.5,9.2,0.0,0,37.1,85.6,30.0,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,05:00,40.9,S@3.4,6.0,0.01,0,37.1,86.4,30.0,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,05:15,41.0,S@4.7,7.2,0.0,0,37.4,87.1,30.0,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,05:30,41.0,S@5.3,10.4,0.0,0,37.5,87.0,30.0,-8.7,39.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,05:45,41.1,S@7.3,12.1,0.0,0,37.6,87.5,30.0,-8.7,39.5,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,06:00,41.0,S@9.8,15.5,0.0,0,37.8,88.3,30.0,-8.7,39.5,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,06:15,40.6,S@9.8,17.7,0.0,0,37.8,89.5,30.01,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,06:30,40.1,S@9.5,16.3,0.02,0,37.5,90.4,30.01,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,06:45,39.6,S@6.9,14.7,0.02,0,37.5,92.1,30.02,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,07:00,39.5,S@6.9,13.5,0.01,0,37.5,92.3,30.03,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,07:15,39.6,S@8.3,14.0,0.01,1,37.5,92.1,30.03,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,07:30,39.6,S@8.8,15.4,0.0,4,37.5,92.0,30.03,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,07:45,39.1,S@8.2,12.9,0.01,9,37.5,93.9,30.03,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,08:00,39.0,S@6.0,12.1,0.01,12,37.5,94.0,30.04,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,08:15,39.2,S@5.9,9.3,0.0,15,37.8,94.6,30.04,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,08:30,39.4,S@6.7,10.2,0.0,16,38.0,94.6,30.05,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,08:45,39.7,S@6.8,11.2,0.0,16,38.1,94.2,30.05,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,09:00,39.9,S@5.7,8.9,0.0,27,38.4,94.3,30.06,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,09:15,40.0,S@5.3,8.3,0.0,31,38.6,94.6,30.06,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,09:30,40.3,S@4.3,7.9,0.0,65,38.9,95.0,30.07,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,09:45,40.7,S@3.9,6.6,0.0,102,39.7,96.3,30.07,-8.7,39.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,10:00,42.6,SW@5.4,9.2,0.0,402,42.0,97.8,30.06,-8.7,39.7,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,10:15,43.8,S@5.3,11.1,0.0,328,43.3,98.2,30.07,-8.7,39.8,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,10:30,44.5,S@7.1,14.0,0.0,372,43.2,94.9,30.08,-8.7,40.2,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,10:45,44.4,S@7.5,11.1,0.0,389,42.6,93.6,30.08,-8.7,40.5,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,11:00,45.3,S@7.8,13.5,0.0,494,43.2,92.3,30.08,-8.7,40.8,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,11:15,44.4,SE@8.5,13.5,0.0,190,41.9,90.7,30.09,-8.7,41.2,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,11:30,43.9,S@7.5,13.0,0.0,170,40.8,89.0,30.1,-8.7,41.6,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,11:45,43.9,S@7.4,12.5,0.0,179,40.8,89.0,30.1,-8.7,41.9,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,12:00,44.1,S@6.5,11.5,0.0,170,41.1,89.0,30.1,-8.7,42.1,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,12:15,44.1,S@6.4,11.8,0.0,145,41.0,88.6,30.1,-8.7,42.4,39.6,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,12:30,44.4,S@6.5,11.4,0.0,206,41.2,88.3,30.1,-8.7,42.5,39.7,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,12:45,44.8,S@4.7,7.7,0.0,197,41.8,88.9,30.1,-8.6,42.7,39.7,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,13:00,45.1,SE@4.4,7.4,0.0,160,41.6,87.6,30.09,-8.7,43.0,39.7,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,13:15,45.6,S@3.4,5.5,0.0,162,41.6,86.1,30.09,-8.6,43.2,39.7,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,13:30,45.7,SW@2.9,5.5,0.0,197,41.8,86.0,30.08,-8.6,43.3,39.7,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,13:45,45.7,W@3.4,5.8,0.0,247,42.2,87.5,30.07,-8.6,43.4,39.8,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,14:00,45.9,NW@2.8,6.2,0.0,196,42.5,87.8,30.07,-8.6,43.6,39.9,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,14:15,45.6,NE@5.4,11.2,0.0,165,42.2,87.7,30.07,-8.6,43.8,39.9,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,14:30,44.8,NE@5.8,9.6,0.0,131,41.7,89.0,30.07,-8.6,43.9,39.9,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,14:45,44.6,NE@5.3,7.8,0.0,110,41.3,88.3,30.08,-8.6,44.1,40.1,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,15:00,44.6,NE@5.4,9.4,0.0,137,41.3,88.3,30.07,-8.6,44.1,40.2,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,15:15,44.4,N @5.8,9.9,0.0,140,41.5,89.7,30.07,-8.6,44.2,40.3,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,15:30,44.5,N @5.8,9.0,0.0,189,41.5,89.4,30.07,-8.6,44.2,40.3,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,15:45,44.4,N @5.2,9.8,0.0,122,41.3,88.8,30.06,-8.6,44.3,40.3,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,16:00,44.6,N@4.4,7.2,0.0,127,41.1,87.7,30.06,-8.6,44.4,40.4,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
2020-02-22,16:15,44.7,N @3.6,6.3,0.0,91,41.2,87.5,30.06,-8.6,44.4,40.5,-8.5,"Van.Zandt, Deming, Whatcom County",100024,Van.Zandt,2020-06-03 08:46:59.942439
