Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2012-03-07,23:15,27.4,23.7,88.6,0.0,0,N ,0.3,1.7,0.0,41.3,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-07,23:30,27.1,23.4,88.6,0.0,0,N,0.5,1.7,0.0,41.3,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-07,23:45,26.6,22.7,88.4,0.0,0,N ,0.0,0.0,0.0,41.3,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-07,24:00,26.6,22.9,88.7,0.0,0,N ,0.0,0.0,0.0,41.2,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,00:15,26.5,22.8,88.8,0.0,0,N ,0.0,0.0,0.0,41.2,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,00:30,26.7,23.0,89.1,0.0,0,N ,0.0,0.0,0.0,41.2,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,00:45,26.8,23.2,89.2,0.0,0,N ,0.0,0.0,0.0,41.1,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,01:00,26.3,22.6,88.9,0.0,0,NW,0.1,1.7,0.0,41.1,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,01:15,25.8,22.0,88.9,0.0,0,N ,0.0,0.0,0.0,41.0,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,01:30,25.9,22.2,89.1,0.0,0,NE,0.5,2.1,0.0,41.0,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,01:45,26.4,22.8,89.3,0.0,0,NW,0.2,1.4,0.0,40.9,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,02:00,26.1,22.4,89.2,0.0,0,N,0.4,1.7,0.0,40.9,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,02:15,26.0,22.3,89.2,0.0,0,NW,0.3,1.7,0.0,40.8,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,02:30,25.9,22.2,89.2,0.0,0,N ,0.0,0.0,0.0,40.8,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,02:45,26.1,22.4,89.3,0.0,0,N ,0.0,0.0,0.0,40.8,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,03:00,26.2,22.6,89.4,0.0,0,N ,0.0,0.0,0.0,40.7,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,03:15,26.2,22.6,89.4,0.0,0,NW,0.0,1.4,0.0,40.7,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,03:30,26.3,22.7,89.4,0.0,0,NE,0.8,2.1,0.0,40.6,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,03:45,26.1,22.6,89.5,0.0,0,NW,0.3,1.7,0.0,40.6,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,04:00,26.0,22.4,89.4,0.0,0,N ,0.0,0.0,0.0,40.5,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,04:15,26.5,23.0,89.6,0.0,0,N ,0.0,0.0,0.0,40.5,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,04:30,26.3,22.8,89.4,0.0,0,N ,0.0,0.0,0.0,40.4,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,04:45,26.5,22.9,89.5,0.0,0,N ,0.0,0.0,0.0,40.4,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,05:00,26.3,22.7,89.4,0.0,0,N ,0.0,0.0,0.0,40.3,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,05:15,26.1,22.5,89.5,0.0,0,N ,0.0,0.0,0.0,40.3,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,05:30,25.4,21.6,89.2,0.0,0,N ,0.0,0.0,0.0,40.2,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,05:45,25.3,21.6,89.3,0.0,0,N ,0.0,0.0,0.0,40.2,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,06:00,25.3,21.6,89.4,0.0,0,N ,0.0,0.0,0.0,40.1,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,06:15,25.7,22.1,89.6,0.0,0,N ,0.0,0.0,0.0,40.1,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,06:30,26.4,22.9,89.8,0.0,1,NW,0.3,1.7,0.0,40.1,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,06:45,26.9,23.4,89.9,0.0,4,N ,0.0,0.0,0.0,40.0,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,07:00,27.3,23.9,89.9,0.0,13,N ,0.0,0.0,0.0,40.0,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
2012-03-08,07:15,27.7,24.4,89.9,0.0,26,N ,0.0,0.0,0.0,39.9,"Olympia.E, Olympia, Thurston County",330151,Olympia.E,2021-04-15 12:43:53.746839
