Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-03-06,23:15,32.6,31.4,95.2,0.0,W@12.1,18.9,0.51,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-06,23:30,33.5,27.9,79.9,0.0,W@15.0,18.2,0.56,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-06,23:45,33.4,27.5,78.7,0.0,W@15.1,18.2,0.53,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-06,24:00,33.4,27.2,77.8,0.0,W@14.0,20.0,0.48,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,00:15,33.2,27.2,78.4,0.0,W@15.3,20.3,0.45,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,00:30,33.0,27.1,78.7,0.0,W@15.4,20.3,0.42,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,00:45,32.1,26.0,78.0,0.0,W@13.2,16.7,0.33,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,01:00,31.2,24.9,78.0,0.0,W@12.4,17.1,0.29,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,01:15,31.4,24.3,75.3,0.0,W@11.2,16.4,0.27,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,01:30,30.1,23.3,76.6,0.0,W@12.0,16.0,0.23,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,01:45,28.8,22.4,78.6,0.0,W@9.4,12.8,0.2,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,02:00,27.6,21.2,79.2,0.0,NW@7.3,10.3,0.18,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,02:15,29.0,22.4,77.6,0.0,NW@6.4,8.9,0.19,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,02:30,28.4,21.7,77.5,0.0,NW@6.0,8.9,0.18,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,02:45,26.1,19.7,79.3,0.0,W@7.2,8.5,0.15,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,03:00,26.4,19.6,78.0,0.0,W@7.4,9.2,0.15,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,03:15,27.2,19.9,76.1,0.0,W@7.6,9.2,0.15,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,03:30,26.0,17.9,74.1,0.0,W@8.1,11.0,0.13,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,03:45,24.6,16.4,74.1,0.0,W@7.3,8.2,0.12,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,04:00,25.5,17.2,73.3,0.0,NW@6.5,8.2,0.12,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,04:15,24.3,16.2,74.6,0.0,W@6.5,9.2,0.11,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,04:30,22.5,15.2,77.8,0.0,SW@6.0,8.2,0.09,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,04:45,23.7,16.0,75.9,0.0,SW@5.5,8.2,0.1,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,05:00,22.0,14.4,76.8,0.0,SW@6.4,9.2,0.09,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,05:15,22.8,14.7,74.7,0.0,W@6.4,8.5,0.09,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,05:30,21.3,15.5,83.0,0.0,W@8.1,9.9,0.08,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,05:45,21.5,14.9,80.5,0.0,W@8.6,11.4,0.08,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,06:00,20.3,13.9,81.2,0.0,SE@5.0,11.4,0.07,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,06:15,17.9,11.1,80.6,0.0,SE@1.6,4.9,0.06,0,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,06:30,18.2,12.9,85.9,0.0,SE@3.2,5.7,0.07,3,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,06:45,19.7,14.4,85.2,0.0,SW@3.6,7.4,0.07,19,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,07:00,18.0,12.4,85.1,0.0,SW@5.4,7.8,0.07,46,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
2019-03-07,07:15,18.2,12.8,85.5,0.0,SE@2.2,4.6,0.07,104,33.9,"Thorp, Kittitas County",330036,Thorp,2020-06-01 02:41:07.031440
