Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-12-27,00:15,31.1,30.9,W@1.4,3.1,0.0,0,30.0,97.0,30.14,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,00:30,30.4,30.4,E@0.9,1.7,0.0,0,29.6,98.0,30.14,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,00:45,30.4,30.2,S@1.0,2.1,0.0,0,29.5,97.7,30.14,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,01:00,30.8,30.3,W@1.4,2.3,0.0,0,29.7,96.9,30.13,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,01:15,30.9,30.5,S@1.0,2.1,0.0,0,30.0,97.6,30.13,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,01:30,30.7,30.3,S@1.3,2.8,0.0,0,30.0,98.3,30.13,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,01:45,30.2,29.8,SW@1.4,2.7,0.0,0,29.5,98.7,30.13,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,02:00,30.2,29.7,NE@0.8,1.6,0.0,0,29.5,98.9,30.14,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,02:15,30.2,29.9,SE@1.3,2.9,0.0,0,29.5,98.7,30.15,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,02:30,30.5,30.1,S@1.6,4.3,0.0,0,30.0,99.0,30.15,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,02:45,30.7,30.4,SW@1.8,3.2,0.0,0,30.3,99.8,30.15,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,03:00,30.8,30.6,SW@2.3,3.9,0.0,0,30.4,99.6,30.15,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,03:15,30.8,30.7,S@2.3,3.5,0.0,0,30.8,100.0,30.15,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,03:30,31.1,30.8,S@1.6,2.9,0.0,0,31.1,100.0,30.15,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,03:45,31.1,30.9,SW@1.5,3.9,0.0,0,31.1,100.0,30.15,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,04:00,30.9,30.9,SW@1.1,2.1,0.0,0,30.9,100.0,30.16,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,04:15,30.9,30.8,S@1.6,2.8,0.0,0,30.9,100.0,30.16,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,04:30,30.9,30.7,W@1.0,2.1,0.0,0,30.5,99.6,30.16,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
2019-12-27,04:45,30.8,30.6,W@0.8,1.4,0.0,0,30.4,99.7,30.16,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:32.631489
