Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-01-02,00:15,46.2,45.7,W@5.3,11.1,0.0,0,40.2,79.4,30.01,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,00:30,46.2,45.8,W@5.4,11.2,0.0,0,40.1,79.2,30.01,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,00:45,46.2,45.8,W@3.8,8.6,0.0,0,40.3,79.6,30.01,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,01:00,46.2,45.7,NW@3.5,8.4,0.0,0,40.0,78.9,30.01,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,01:15,46.8,45.9,NW@9.4,26.8,0.0,0,39.8,76.6,30.01,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,01:30,46.4,46.2,NW@11.5,32.2,0.0,0,40.0,78.1,30.02,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,01:45,45.8,45.7,NW@9.4,24.0,0.0,0,39.9,79.8,30.02,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,02:00,45.4,45.3,NW@10.5,27.3,0.0,0,40.0,81.1,30.03,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,02:15,45.2,45.0,NW@9.4,21.9,0.0,0,40.1,82.1,30.03,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,02:30,45.1,44.6,NW@8.7,21.5,0.0,0,40.2,82.7,30.03,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,02:45,45.5,44.5,W@11.0,29.4,0.0,0,40.0,80.8,30.04,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
2020-01-02,03:00,45.4,44.5,NW@8.8,20.1,0.0,0,39.9,81.2,30.05,"Willis, Hood River, Hood River County",100001,"Willis, OR",2020-01-21 13:53:40.045660
