Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-11-13,00:15,34.9,34.7,31.9,88.7,0.0,0,7.0,11.1,SE,9.1,13.2,36.7,41.9,-400.3,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,00:30,35.0,34.8,31.9,88.2,0.0,0,6.3,13.5,SE,8.1,19.9,36.9,41.9,-400.6,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,00:45,35.3,35.1,31.7,86.7,0.0,0,8.5,17.7,SE,11.1,18.6,36.9,41.9,-400.2,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,01:00,35.4,35.1,31.6,85.9,0.0,0,9.5,17.7,S,11.9,21.9,36.9,41.9,-400.2,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,01:15,35.3,35.0,31.7,86.6,0.0,0,7.5,19.5,S,8.7,17.5,36.9,41.9,-400.5,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,01:30,35.4,35.1,31.8,86.7,0.0,0,8.7,18.9,S,10.0,20.8,36.9,41.9,-400.7,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,01:45,35.6,35.3,32.0,86.5,0.0,0,4.4,18.3,SW,4.0,16.8,36.9,41.9,-400.6,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,02:00,35.7,35.5,31.9,85.9,0.0,0,6.4,15.3,SW,6.3,14.7,37.0,41.9,-400.8,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,02:15,35.8,35.5,31.9,85.5,0.0,0,7.9,17.7,SW,8.4,19.4,37.0,41.9,-400.5,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,02:30,35.9,35.6,32.0,85.4,0.0,0,7.3,15.9,S,8.6,18.4,37.0,41.9,-401.4,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,02:45,35.9,35.6,32.1,86.2,0.0,0,6.6,16.5,S,7.4,18.8,37.0,41.9,-400.8,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,03:00,35.6,35.4,32.1,87.1,0.0,0,6.8,15.3,S,7.4,18.5,37.0,41.9,-401.8,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,03:15,35.5,35.4,32.2,87.6,0.0,0,7.5,18.9,SW,7.2,18.8,37.0,41.9,-401.4,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,03:30,35.5,35.4,32.4,88.3,0.01,0,6.0,14.1,SW,6.1,17.2,37.0,41.9,-402.1,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,03:45,35.7,35.4,32.5,88.2,0.0,0,5.8,13.5,W,5.3,13.7,37.0,41.9,-402.1,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,04:00,35.9,35.7,32.7,88.0,0.0,0,7.6,15.3,SW,7.6,16.6,37.0,41.9,-401.9,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
2020-11-13,04:15,36.1,35.9,32.8,87.7,0.0,0,7.7,16.5,SW,8.3,17.8,37.0,41.9,-402.5,Too Dry/NA,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:16:22.915007
