Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-07-05,00:15,65.9,,40.7,39.7,,0,10.7,17.5,,,,78.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,00:30,65.4,,41.0,40.7,,0,9.7,15.7,,,,78.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,00:45,65.2,,41.2,41.5,,0,11.1,16.4,,,,78.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,01:00,65.0,,41.4,42.0,,0,10.6,16.4,,,,78.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,01:15,64.5,,41.7,43.2,,0,10.1,14.6,,,,78.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,01:30,64.5,,41.9,43.6,,0,11.0,15.7,,,,78.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,01:45,64.2,,42.0,44.2,,0,9.6,16.0,,,,78.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,02:00,63.9,,42.2,45.0,,0,9.6,15.0,,,,77.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,02:15,63.4,,42.4,46.2,,0,10.4,17.8,,,,77.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,02:30,63.3,,42.3,46.2,,0,11.4,16.4,,,,77.7,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,02:45,62.6,,42.9,48.4,,0,10.2,18.9,,,,77.7,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,03:00,61.5,,43.4,51.2,,0,8.4,13.9,,,,77.6,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,03:15,61.1,,43.4,52.1,,0,8.1,12.4,,,,77.5,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,03:30,60.8,,43.3,52.4,,0,7.6,11.7,,,,77.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,03:45,60.6,,43.3,52.7,,0,7.9,12.1,,,,77.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,04:00,60.3,,43.2,53.2,,1,7.8,11.4,,,,77.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,04:15,60.1,,43.2,53.7,,3,7.8,11.4,,,,77.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,04:30,60.0,,43.1,53.7,,8,6.9,12.1,,,,76.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,04:45,59.5,,43.3,54.9,,14,7.6,12.1,,,,76.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,05:00,59.2,,43.2,55.3,,18,7.1,10.3,,,,76.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,05:15,58.9,,43.3,56.1,,21,6.5,9.9,,,,76.7,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,05:30,59.1,,43.0,55.0,,25,7.3,11.0,,,,76.6,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,05:45,59.1,,42.9,54.9,,28,7.9,12.1,,,,76.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,06:00,59.3,,42.9,54.3,,31,7.6,12.1,,,,76.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,06:15,59.7,,43.0,53.9,,34,8.0,11.4,,,,76.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,06:30,61.3,,43.2,51.3,,234,8.1,11.4,,,,76.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,06:45,63.6,,43.2,47.3,,304,9.5,14.6,,,,76.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,07:00,64.3,,43.3,46.3,,346,9.5,14.6,,,,75.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,07:15,65.5,,43.4,44.6,,388,9.2,13.9,,,,75.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,07:30,66.0,,43.2,43.5,,429,10.2,14.2,,,,75.7,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,07:45,66.9,,42.8,41.5,,468,9.9,14.6,,,,75.6,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,08:00,67.9,,42.6,39.8,,508,9.9,14.6,,,,75.5,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,08:15,68.5,,42.3,38.5,,547,10.0,13.9,,,,75.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,08:30,69.6,,41.9,36.5,,584,9.6,13.2,,,,75.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,08:45,70.4,,41.4,35.0,,619,9.8,13.5,,,,75.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,09:00,71.3,,41.4,33.8,,654,9.1,13.5,,,,75.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,09:15,72.1,,41.2,32.6,,685,8.5,14.6,,,,75.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,09:30,73.0,,41.0,31.5,,716,8.2,12.4,,,,75.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,09:45,73.6,,40.9,30.6,,744,6.8,10.3,,,,74.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,10:00,74.6,,40.5,29.2,,769,5.1,9.2,,,,74.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,10:15,75.7,,40.2,27.8,,792,5.0,10.3,,,,74.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,10:30,76.7,,39.0,25.7,,814,4.7,9.9,,,,74.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,10:45,77.9,,38.4,24.1,,832,3.5,7.4,,,,74.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,11:00,78.6,,38.7,23.9,,847,3.9,7.1,,,,74.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,11:15,79.7,,38.8,23.1,,859,4.2,9.6,,,,74.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,11:30,80.1,,38.4,22.5,,866,5.7,10.7,,,,74.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,11:45,80.7,,38.1,21.7,,871,6.1,11.4,,,,75.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,12:00,80.7,,36.5,20.4,,875,5.0,10.7,,,,75.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,12:15,81.8,,36.7,19.9,,870,5.5,10.7,,,,75.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,12:30,81.9,,37.2,20.2,,866,6.5,14.2,,,,75.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,12:45,81.9,,36.7,19.8,,862,5.3,9.2,,,,75.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,13:00,83.2,,35.7,18.2,,854,4.7,11.0,,,,75.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,13:15,82.7,,35.9,18.7,,844,6.2,11.0,,,,75.6,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,13:30,82.8,,35.9,18.7,,830,5.4,11.4,,,,75.7,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,13:45,83.4,,36.4,18.6,,814,5.1,11.7,,,,75.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,14:00,84.2,,36.5,18.3,,795,4.7,11.0,,,,76.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,14:15,83.9,,36.9,18.7,,770,5.3,9.2,,,,76.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,14:30,83.8,,37.7,19.4,,745,4.6,8.5,,,,76.5,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,14:45,84.2,,36.7,18.4,,718,5.0,11.7,,,,76.7,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,15:00,84.5,,36.3,18.0,,693,3.6,7.4,,,,76.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,15:15,85.2,,36.7,17.8,,663,6.2,10.7,,,,77.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,15:30,85.4,,36.6,17.6,,631,5.3,8.5,,,,77.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,15:45,85.0,,36.3,17.7,,598,6.1,12.8,,,,77.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,16:00,85.3,,36.9,17.9,,464,5.5,12.8,,,,77.6,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,16:15,82.8,,37.3,19.7,,242,4.9,9.2,,,,77.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,16:30,85.1,,38.4,19.1,,511,5.3,9.9,,,,78.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,16:45,84.7,,37.6,18.7,,454,4.7,8.2,,,,78.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
2020-07-05,17:00,84.9,,37.4,18.5,,408,4.3,8.9,,,,78.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:13:28.765677
