Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-09-13,00:15,53.4,,48.9,84.6,0.0,0,0.3,2.4,,,,74.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,00:30,53.7,,48.7,83.0,0.0,0,0.8,2.4,,,,74.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,00:45,52.9,,48.9,86.2,0.0,0,0.1,1.7,,,,74.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,01:00,54.0,,47.0,77.3,0.0,0,0.3,2.1,,,,74.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,01:15,52.4,,47.7,83.8,0.0,0,0.4,2.1,,,,74.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,01:30,51.7,,47.9,86.5,0.0,0,1.8,2.4,,,,74.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,01:45,52.7,,47.3,81.8,0.0,0,1.5,2.8,,,,74.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,02:00,53.1,,46.4,77.8,0.0,0,1.6,3.1,,,,74.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,02:15,53.1,,45.0,73.8,0.0,0,1.1,3.1,,,,74.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,02:30,52.0,,45.2,77.4,0.0,0,1.1,2.8,,,,74.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,02:45,51.6,,44.3,76.0,0.0,0,0.4,2.8,,,,74.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,03:00,50.4,,45.3,82.6,0.0,0,0.6,2.1,,,,73.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,03:15,50.0,,46.2,86.4,0.0,0,0.4,2.1,,,,73.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,03:30,49.7,,45.6,85.5,0.0,0,1.2,2.8,,,,73.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,03:45,51.3,,44.4,77.0,0.0,0,1.2,2.8,,,,73.7,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,04:00,50.0,,46.0,86.3,0.0,0,0.9,3.1,,,,73.6,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,04:15,49.7,,44.9,83.6,0.0,0,1.3,2.8,,,,73.6,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,04:30,51.4,,43.4,74.0,0.0,0,1.5,2.4,,,,73.5,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,04:45,50.4,,43.6,77.3,0.0,0,0.8,2.4,,,,73.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,05:00,50.2,,42.7,75.4,0.0,0,1.3,3.5,,,,73.4,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,05:15,48.8,,43.8,82.7,0.0,0,0.9,3.1,,,,73.3,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,05:30,49.0,,43.3,80.4,0.0,0,0.5,3.5,,,,73.2,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,05:45,47.8,,44.4,87.8,0.0,2,0.6,2.4,,,,73.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,06:00,48.0,,44.0,85.9,0.0,7,0.6,2.8,,,,73.1,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,06:15,47.7,,42.7,82.6,0.0,17,1.9,3.1,,,,73.0,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,06:30,48.1,,44.2,86.3,0.0,28,0.7,3.5,,,,72.9,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
2020-09-13,06:45,48.3,,44.7,87.3,0.0,43,0.2,1.7,,,,72.8,,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:00.226875
