Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-10-18,00:15,53.9,53.8,31.6,42.5,0.0,0,3.5,7.6,NE,4.2,9.5,53.2,58.6,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,00:30,53.8,54.0,31.8,43.0,0.0,0,2.1,4.6,N,2.5,5.3,53.2,58.6,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,00:45,52.7,53.2,33.3,47.4,0.0,0,2.8,4.0,S,2.9,4.2,53.2,58.5,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,01:00,53.2,53.4,32.6,45.3,0.0,0,2.5,5.8,NE,2.9,6.6,53.2,58.5,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,01:15,53.0,53.3,32.7,45.7,0.0,0,2.2,5.2,W,1.6,5.8,53.1,58.5,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,01:30,52.5,53.5,33.2,47.7,0.0,0,1.5,2.8,SW,1.0,3.1,53.1,58.4,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,01:45,51.3,52.1,35.7,54.9,0.0,0,2.0,3.4,N,1.6,3.4,53.1,58.3,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,02:00,50.7,51.8,37.4,60.2,0.0,0,0.7,2.2,NW,0.2,1.7,53.1,58.3,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,02:15,49.1,52.0,39.3,68.9,0.0,0,1.2,2.2,E,1.6,2.9,52.9,58.3,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,02:30,50.2,52.2,36.0,57.9,0.0,0,1.2,2.8,SE,1.8,4.0,52.8,58.2,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,02:45,49.2,51.7,38.2,65.5,0.0,0,1.6,2.8,SE,0.2,1.3,52.7,58.1,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,03:00,48.8,51.5,38.0,66.0,0.0,0,1.5,2.8,NW,1.3,2.3,52.5,58.1,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,03:15,48.9,50.6,38.3,66.8,0.0,0,1.4,2.2,W,1.0,2.4,52.5,58.1,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,03:30,48.6,50.8,39.8,71.3,0.0,0,1.5,2.8,E,1.4,3.6,52.5,58.0,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,03:45,48.8,50.4,38.0,66.3,0.0,0,1.8,3.4,SW,1.4,3.0,52.3,57.9,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,04:00,46.3,48.8,40.0,78.6,0.0,0,1.2,3.4,SE,0.9,2.3,52.2,57.9,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,04:15,45.9,49.4,38.8,75.9,0.0,0,2.0,4.6,E,1.1,4.7,51.8,57.9,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,04:30,46.6,49.7,37.5,70.3,0.0,0,2.6,4.6,W,1.7,4.5,51.4,57.8,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
2020-10-18,04:45,45.0,46.6,38.2,76.7,0.0,0,2.3,4.0,SW,2.4,3.7,51.1,57.7,,,,"Sunrise, Wenatchee, Douglas County",330115,Sunrise,2020-12-14 00:15:45.634759
