Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2018-06-05,00:15,56.4,56.5,36.6,47.2,0.0,SW@4.9,7.1,76.1,75.4,4.8,0.0,0,29.98,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,00:30,56.2,56.2,36.7,47.9,0.0,SW@4.4,6.7,75.7,75.4,4.8,0.0,0,29.98,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,00:45,55.8,55.8,37.1,49.3,0.0,SW@4.0,6.0,75.4,75.4,4.8,0.0,0,29.98,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,01:00,55.7,55.7,37.0,49.3,0.0,SW@4.9,7.1,75.0,75.3,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,01:15,55.7,55.8,37.0,49.2,0.0,SW@5.6,10.3,74.7,75.3,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,01:30,55.3,55.3,37.2,50.4,0.0,SW@5.8,10.3,74.3,75.3,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,01:45,54.7,54.7,37.3,51.6,0.0,SW@5.3,7.4,74.0,75.2,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,02:00,54.3,54.3,37.0,51.9,0.0,SW@6.3,9.2,73.7,75.2,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,02:15,53.7,53.8,36.7,52.3,0.0,SW@5.5,7.4,73.4,75.1,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,02:30,53.2,53.3,36.4,52.8,0.0,SW@4.8,6.7,73.1,75.1,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,02:45,53.2,53.3,36.0,51.8,0.0,SW@4.9,7.4,72.7,75.0,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,03:00,53.2,53.3,35.2,50.2,0.0,SW@4.5,6.0,72.4,75.0,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,03:15,52.5,52.5,35.9,53.2,0.0,SW@4.6,6.4,72.1,74.9,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,03:30,52.6,52.7,35.3,51.6,0.0,SW@4.2,6.0,71.8,74.8,4.8,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,03:45,53.0,53.1,33.4,47.2,0.0,SW@4.4,6.0,71.4,74.8,4.7,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,04:00,52.7,52.8,33.8,48.5,0.0,SW@4.4,6.4,71.1,74.7,4.7,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,04:15,51.8,51.9,34.6,51.6,0.0,SW@4.2,5.3,70.8,74.7,4.7,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,04:30,51.7,51.7,34.8,52.3,0.0,SW@4.3,5.3,70.5,74.6,4.7,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,04:45,51.9,51.9,34.2,50.6,0.0,SW@4.2,5.7,70.2,74.5,4.7,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,05:00,51.7,51.7,34.0,50.6,0.0,SW@4.2,6.0,69.9,74.4,4.7,0.0,1,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,05:15,50.8,50.8,34.9,54.3,0.0,SW@4.4,5.7,69.6,74.4,4.7,0.0,4,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,05:30,50.3,50.3,34.8,55.2,0.0,SW@4.5,6.7,69.3,74.3,4.7,0.0,17,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,05:45,50.5,50.5,35.1,55.3,0.0,SW@5.0,8.5,69.0,74.2,4.7,0.0,38,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,06:00,51.4,51.4,34.8,52.8,0.0,SW@4.6,6.4,68.7,74.1,4.8,0.0,77,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,06:15,51.8,51.9,35.0,52.5,0.0,SW@5.3,8.5,68.5,74.1,4.8,0.0,113,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,06:30,52.3,52.4,35.6,52.7,0.0,SW@5.2,7.4,68.3,74.0,4.8,0.0,147,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,06:45,53.0,52.9,36.9,54.2,0.0,S@4.4,7.4,68.1,73.9,4.8,0.0,183,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,07:00,55.2,54.9,38.3,52.8,0.0,S@3.5,5.3,68.0,73.8,4.8,0.0,224,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,07:15,56.1,55.7,38.9,52.3,0.0,S@3.4,5.3,67.9,73.7,4.7,0.0,267,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,07:30,57.4,57.0,39.3,50.7,0.0,S@3.7,6.0,67.8,73.6,4.7,0.0,307,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,07:45,57.9,57.5,39.9,50.9,0.0,S@3.8,5.7,67.8,73.6,4.7,0.0,352,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,08:00,58.9,58.5,40.3,50.0,0.0,S@3.6,6.0,67.8,73.5,4.7,0.0,396,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,08:15,60.1,59.8,40.0,47.3,0.0,S@3.9,6.0,68.0,73.4,4.7,0.0,440,30.02,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,08:30,61.3,61.0,39.7,44.9,0.0,S@4.0,8.9,68.2,73.3,4.7,0.0,482,30.02,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,08:45,63.5,63.1,39.9,41.8,0.0,S@3.7,6.7,68.4,73.2,4.7,0.0,518,30.02,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,09:00,63.6,63.3,40.5,42.6,0.0,SW@5.2,11.4,68.8,73.1,4.7,0.0,559,30.02,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,09:15,63.5,63.2,40.7,43.1,0.0,SW@5.8,12.1,69.2,73.1,4.7,0.0,600,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,09:30,64.9,64.5,40.6,40.9,0.0,SW@5.6,10.7,69.6,73.0,4.7,0.0,641,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,09:45,64.9,64.5,40.1,40.1,0.0,SW@6.8,12.4,70.1,72.9,4.7,0.0,679,30.01,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,10:00,65.4,64.9,40.1,39.4,0.0,SW@7.4,13.2,70.6,72.8,4.7,0.0,713,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,10:15,65.3,65.0,38.9,37.7,0.0,SW@9.5,14.2,71.2,72.8,4.7,0.0,744,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,10:30,65.8,65.5,37.9,35.7,0.0,SW@9.9,16.0,71.7,72.7,4.7,0.0,774,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,10:45,67.3,66.9,37.8,33.7,0.0,S@8.3,13.9,72.3,72.6,4.7,0.0,802,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,11:00,68.2,67.9,36.6,31.1,0.0,S@7.9,15.3,72.8,72.6,4.7,0.0,826,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,11:15,69.2,68.9,36.3,29.7,0.0,SW@7.6,14.6,73.1,72.5,4.7,0.0,848,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,11:30,70.5,70.2,36.8,29.1,0.0,S@6.1,11.0,73.4,72.5,4.7,0.0,869,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,11:45,71.1,70.7,35.4,27.0,0.0,SW@6.0,15.3,73.6,72.5,4.7,0.0,884,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
2018-06-05,12:00,72.2,71.8,35.2,25.8,0.0,W@6.3,10.7,73.8,72.4,4.7,0.0,897,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2018-09-25 08:46:55.951350
