Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2015-11-16,00:15,34.2,34.2,26.5,73.2,0.0,SW@9.2,13.2,37.9,48.8,4.4,0.0,0,29.98,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,00:30,34.3,34.3,26.3,72.2,0.0,SW@9.3,12.4,37.7,48.8,4.4,0.0,0,29.99,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,00:45,34.9,34.9,26.3,70.7,0.0,SW@9.7,12.8,37.5,48.7,4.4,0.0,0,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,01:00,34.8,34.8,26.4,71.2,0.0,SW@9.3,13.5,37.4,48.6,4.4,0.0,0,30.0,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,01:15,34.8,34.9,26.5,71.4,0.0,SW@8.2,12.4,37.2,48.5,4.4,0.0,0,30.02,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,01:30,34.8,34.9,26.9,72.4,0.0,SW@8.0,12.1,37.1,48.4,4.4,0.0,0,30.02,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,01:45,34.7,34.7,27.0,73.0,0.0,SW@7.2,9.9,36.9,48.3,4.4,0.0,0,30.03,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,02:00,35.4,35.5,27.2,71.8,0.0,SW@8.1,11.0,36.8,48.2,4.4,0.0,0,30.04,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,02:15,35.3,35.4,27.1,71.7,0.0,SW@8.3,11.0,36.7,48.1,4.4,0.0,0,30.04,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,02:30,34.9,34.9,27.0,72.6,0.0,SW@8.5,11.0,36.6,48.0,4.4,0.0,0,30.05,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,02:45,34.9,35.0,26.9,72.2,0.0,SW@8.4,11.7,36.6,47.9,4.4,0.0,0,30.05,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,03:00,34.7,34.7,26.7,72.4,0.0,SW@8.5,11.7,36.5,47.8,4.4,0.0,0,30.06,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,03:15,33.9,33.9,26.6,74.3,0.0,SW@8.1,11.0,36.4,47.7,4.4,0.0,0,30.06,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,03:30,34.1,34.2,26.5,73.4,0.0,SW@9.5,12.4,36.3,47.6,4.4,0.0,0,30.07,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,03:45,33.7,33.7,26.5,74.7,0.0,SW@9.0,12.1,36.2,47.5,4.4,0.0,0,30.08,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,04:00,34.4,34.5,26.5,72.4,0.0,SW@9.3,12.4,36.1,47.5,4.4,0.0,0,30.08,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,04:15,34.6,34.6,26.2,71.3,0.0,SW@8.6,11.4,36.0,47.4,4.4,0.0,0,30.09,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,04:30,34.7,34.7,26.0,70.3,0.0,SW@8.6,11.7,35.9,47.3,4.4,0.0,0,30.1,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,04:45,34.6,34.6,25.7,69.8,0.0,SW@8.4,11.7,35.8,47.2,4.4,0.0,0,30.1,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,05:00,34.6,34.6,25.3,68.6,0.0,SW@7.4,9.6,35.7,47.1,4.4,0.0,0,30.11,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
2015-11-16,05:15,34.3,34.3,25.0,68.4,0.0,SW@7.8,11.7,35.6,47.0,4.4,0.0,0,30.11,"Red Mountain North, Benton City, Benton County",300253,Red Mountain North,2017-12-08 14:37:39.420801
