Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-12-04,00:15,28.0,28.2,SW@1.6,2.6,0.0,0,28.0,100.0,30.06,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,00:30,28.0,28.2,S@1.1,2.0,0.0,0,28.0,100.0,30.06,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,00:45,28.2,28.2,N @1.6,2.9,0.0,0,27.4,99.4,30.06,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,01:00,28.2,28.3,E@1.5,4.2,0.0,0,27.4,99.6,30.06,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,01:15,28.2,28.2,E@2.0,3.5,0.0,0,27.4,99.6,30.05,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,01:30,28.1,28.2,E@1.2,3.2,0.0,0,27.4,99.9,30.05,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,01:45,28.2,28.2,SE@1.3,2.6,0.0,0,27.4,99.6,30.05,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,02:00,28.2,28.2,SE@1.9,3.4,0.0,0,27.4,99.5,30.04,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,02:15,28.2,28.2,SE@1.4,2.7,0.0,0,27.4,99.6,30.04,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,02:30,28.2,28.2,E@1.7,3.2,0.0,0,27.4,99.5,30.03,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
2019-12-04,02:45,28.1,28.2,NE@2.0,3.3,0.0,0,27.4,99.9,30.03,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:09:10.341909
