Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-06-09,00:15,60.2,33.2,36.0,W@9.2,20.9,0.0,0,30.29,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,00:30,60.1,33.2,36.1,W@7.4,20.4,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,00:45,59.7,33.2,36.7,W@5.4,12.4,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,01:00,58.8,33.5,38.3,W@4.8,10.5,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,01:15,58.3,33.1,38.4,W@3.9,7.1,0.0,0,30.29,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,01:30,58.1,33.1,38.8,W@3.2,7.5,0.0,0,30.29,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,01:45,57.7,33.3,39.5,W@3.5,6.8,0.0,0,30.29,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,02:00,56.0,33.3,42.0,SW@4.3,8.9,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,02:15,56.0,33.8,42.9,W@4.0,8.0,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,02:30,55.3,33.5,43.6,SW@4.6,8.2,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,02:45,54.4,33.5,45.1,SW@3.5,6.6,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,03:00,54.4,33.5,45.1,W@3.2,5.8,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,03:15,54.3,33.6,45.3,SW@4.1,7.2,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,03:30,52.7,33.3,47.4,W@4.3,7.0,0.0,0,30.3,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,03:45,53.4,33.3,46.3,SW@5.3,10.5,0.0,0,30.31,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,04:00,51.9,33.4,49.1,SW@6.0,9.8,0.0,0,30.31,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,04:15,51.1,33.1,50.0,SW@6.2,10.8,0.0,0,30.31,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,04:30,50.0,33.1,52.1,W@5.8,9.4,0.0,0,30.32,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,04:45,49.0,32.7,53.3,W@3.6,8.2,0.0,0,30.31,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,05:00,48.8,32.7,53.7,W@4.9,8.5,0.0,1,30.31,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
2019-06-09,05:15,48.5,33.0,54.7,W@3.1,6.4,0.0,6,30.32,08CF15,100011,"08CF15, WA",2019-08-04 09:28:02.636625
