Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-09-22,00:15,60.0,44.6,56.5,W@1.9,5.7,0.0,0,29.89,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,00:30,59.8,45.4,58.8,SW@2.5,4.9,0.0,0,29.89,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,00:45,59.8,45.7,59.7,W@2.8,4.6,0.0,0,29.89,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,01:00,58.2,45.9,63.4,W@2.5,4.1,0.0,0,29.89,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,01:15,58.1,45.8,63.6,W@2.4,4.3,0.0,0,29.89,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,01:30,56.7,46.1,67.4,W@2.3,4.2,0.0,0,29.89,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,01:45,55.9,46.3,70.3,W@1.5,2.8,0.0,0,29.88,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,02:00,57.8,46.2,65.2,N@1.9,3.3,0.0,0,29.88,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,02:15,57.4,46.5,66.8,NW@2.2,3.2,0.0,0,29.88,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,02:30,57.4,46.6,67.0,NW@2.4,3.5,0.0,0,29.87,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,02:45,57.6,46.4,66.2,NW@2.6,5.0,0.0,0,29.87,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,03:00,57.2,47.1,68.9,N @2.3,5.0,0.0,0,29.87,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,03:15,54.6,46.4,73.8,W@2.0,4.0,0.0,0,29.87,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,03:30,54.8,46.1,72.4,W@1.6,4.1,0.0,0,29.86,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,03:45,54.8,46.2,72.6,N@2.1,4.0,0.0,0,29.86,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,04:00,56.0,46.8,71.1,N @2.3,3.2,0.0,0,29.86,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,04:15,53.7,46.6,76.8,NW@2.0,3.2,0.0,0,29.86,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,04:30,52.9,46.1,77.6,NW@2.8,3.8,0.0,0,29.86,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,04:45,52.1,46.1,79.7,NW@2.3,3.7,0.0,0,29.85,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,05:00,52.6,46.1,78.4,W@2.2,4.2,0.0,0,29.85,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,05:15,53.8,46.5,76.2,W@2.0,2.9,0.0,0,29.84,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,05:30,53.3,46.9,78.6,NW@2.2,4.6,0.0,0,29.84,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,05:45,54.4,47.3,76.9,N@2.3,3.3,0.0,6,29.83,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,06:00,54.7,47.7,77.2,N @2.6,4.1,0.0,20,29.83,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,06:15,54.8,47.8,77.2,NE@1.4,2.3,0.0,52,29.83,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,06:30,54.5,47.9,78.4,S@0.9,2.3,0.0,70,29.84,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,06:45,54.9,47.8,76.8,SW@0.6,1.3,0.0,67,29.84,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,07:00,54.7,48.1,78.3,S@1.5,3.0,0.0,72,29.84,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,07:15,55.4,48.2,76.9,S@1.4,3.7,0.0,136,29.84,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,07:30,56.3,48.4,74.8,SW@0.9,1.9,0.0,115,29.83,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,07:45,56.9,48.4,73.2,NW@0.7,1.7,0.0,149,29.84,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,08:00,58.0,49.0,71.9,SE@1.1,2.0,0.0,180,29.85,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,08:15,59.2,49.4,70.0,E@1.8,3.3,0.0,250,29.84,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
2019-09-22,08:30,60.2,49.3,67.0,E@2.7,4.7,0.0,333,29.85,08CF15,100011,"08CF15, WA",2019-11-27 07:19:11.243217
