Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-11-04,00:15,37.6,37.1,NW@3.3,4.9,0.0,0,25.1,60.2,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,00:30,37.6,36.8,W@3.4,4.9,0.0,0,25.1,60.3,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,00:45,37.2,36.6,NW@3.5,5.1,0.0,0,25.1,61.1,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,01:00,36.2,36.3,W@2.7,4.4,0.0,0,25.1,63.6,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,01:15,35.8,35.5,W@2.5,4.1,0.0,0,24.6,63.4,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,01:30,36.4,35.2,W@2.9,4.2,0.0,0,24.9,62.8,30.15,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,01:45,35.8,35.2,W@2.3,4.0,0.0,0,25.1,64.8,30.15,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,02:00,36.9,35.1,NW@3.4,4.5,0.0,0,25.1,62.0,30.15,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,02:15,35.2,35.2,W@3.0,4.5,0.0,0,25.1,66.2,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,02:30,35.9,34.9,NW@1.7,4.7,0.0,0,25.1,64.3,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,02:45,36.6,34.8,W@2.9,4.3,0.0,0,25.4,63.5,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,03:00,35.4,34.9,W@2.2,3.4,0.0,0,25.4,66.7,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,03:15,37.1,35.0,W@2.3,4.1,0.0,0,25.6,62.8,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,03:30,36.0,35.2,W@2.7,3.9,0.0,0,25.6,65.5,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,03:45,35.8,35.1,NW@3.5,5.5,0.0,0,25.6,66.1,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,04:00,35.9,35.1,NW@3.3,5.3,0.0,0,25.6,65.9,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,04:15,33.8,34.6,W@2.1,3.4,0.0,0,25.3,70.8,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,04:30,32.7,33.3,W@2.8,4.7,0.0,0,24.8,72.4,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,04:45,34.7,32.9,NW@2.8,4.0,0.0,0,25.0,67.6,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,05:00,35.0,33.4,NW@3.1,4.4,0.0,0,25.6,68.2,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,05:15,35.2,33.9,NW@3.0,4.5,0.0,0,26.0,69.0,30.16,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,05:30,34.0,33.8,W@2.8,4.4,0.0,0,25.6,71.1,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,05:45,34.2,33.4,NW@2.9,4.8,0.0,0,25.6,70.4,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,06:00,34.4,33.4,NW@3.1,4.0,0.0,0,25.6,69.8,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,06:15,34.6,33.5,NW@3.4,5.2,0.0,0,25.6,69.4,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,06:30,35.5,33.7,NW@1.9,3.8,0.0,0,25.8,67.6,30.18,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,06:45,35.2,33.8,W@1.6,2.9,0.0,1,26.1,69.3,30.17,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,07:00,33.6,33.5,NW@2.3,3.2,0.0,7,25.9,73.0,30.18,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,07:15,34.1,33.3,N @1.0,2.3,0.0,22,25.7,71.0,30.18,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,07:30,33.1,33.4,NE@1.3,2.4,0.0,41,26.3,75.7,30.19,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,07:45,33.4,33.8,W@1.8,2.7,0.0,65,27.0,77.4,30.2,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,08:00,35.5,35.0,W@1.9,3.6,0.0,89,27.9,73.8,30.19,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,08:15,36.7,37.1,SW@0.9,2.2,0.0,113,29.4,74.5,30.2,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,08:30,38.1,39.5,S@1.4,2.5,0.0,149,30.8,74.6,30.2,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
2019-11-04,08:45,39.9,41.8,SE@1.2,2.8,0.0,170,31.3,71.2,30.2,"08CF15, Sunnyside, Yakima County",100011,"08CF15, WA",2020-01-21 14:08:34.554752
