Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-06-03,01:15,68.0,41.5,37.9,SW@4.4,10.3,0.0,0,29.76,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,01:30,67.7,41.9,39.0,SW@4.5,7.8,0.0,0,29.77,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,01:45,68.6,41.1,36.6,SW@5.5,10.8,0.0,0,29.78,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,02:00,68.0,40.2,36.2,SW@4.6,10.9,0.0,0,29.78,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,02:15,67.9,39.1,34.8,SW@5.0,9.6,0.0,0,29.78,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,02:30,67.2,38.4,34.5,W@5.1,9.7,0.0,0,29.79,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,02:45,67.8,37.2,32.4,W@6.0,12.2,0.0,0,29.79,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,03:00,68.9,35.2,28.8,W@5.7,12.5,0.0,0,29.79,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,03:15,68.8,34.7,28.3,W@4.9,10.3,0.0,0,29.79,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,03:30,68.5,34.4,28.3,W@5.5,14.4,0.0,0,29.8,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,03:45,66.5,33.6,29.4,NW@4.7,9.3,0.0,0,29.8,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,04:00,65.5,32.6,29.2,NW@4.4,9.9,0.0,0,29.81,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,04:15,65.6,32.6,29.1,NW@4.4,12.2,0.0,0,29.81,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,04:30,65.3,31.3,27.9,W@5.0,12.0,0.0,0,29.81,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,04:45,64.8,30.5,27.5,W@4.9,13.2,0.0,0,29.82,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,05:00,64.0,30.0,27.7,NW@7.8,18.8,0.0,0,29.82,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,05:15,63.3,29.9,28.2,NW@6.0,13.3,0.0,2,29.82,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,05:30,62.4,30.4,29.8,W@4.7,9.8,0.0,11,29.83,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,05:45,63.2,30.8,29.4,NW@6.2,13.4,0.0,27,29.83,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,06:00,62.9,31.2,30.2,W@1.9,3.9,0.0,52,29.84,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,06:15,63.9,31.1,29.1,SW@4.2,11.7,0.0,107,29.85,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,06:30,65.0,29.8,26.6,W@7.5,14.7,0.0,130,29.86,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,06:45,65.8,28.7,24.7,W@8.1,15.2,0.0,167,29.86,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,07:00,65.9,28.0,23.9,W@11.0,23.5,0.0,257,29.86,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,07:15,65.9,28.3,24.1,W@11.1,21.2,0.0,264,29.86,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,07:30,66.3,28.4,23.9,W@10.0,20.2,0.0,242,29.86,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,07:45,66.5,28.7,24.1,W@10.6,24.1,0.0,238,29.87,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,08:00,66.9,30.7,25.7,W@9.6,19.7,0.0,331,29.87,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,08:15,66.7,31.8,27.1,W@9.6,16.7,0.0,387,29.88,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,08:30,67.6,33.1,27.8,W@9.6,17.9,0.0,470,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,08:45,68.6,33.9,27.6,W@10.4,18.2,0.0,532,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,09:00,69.5,35.5,28.6,W@9.3,21.9,0.0,545,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,09:15,69.8,37.1,30.2,W@9.6,24.7,0.0,631,29.9,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,09:30,69.7,38.0,31.3,W@11.4,23.8,0.0,595,29.9,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,09:45,70.0,37.4,30.4,W@10.2,18.3,0.0,512,29.91,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,10:00,71.3,37.8,29.5,W@10.1,18.2,0.0,668,29.9,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,10:15,72.8,38.0,28.2,W@9.8,23.2,0.0,794,29.9,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,10:30,72.6,38.1,28.5,W@10.0,18.5,0.0,806,29.91,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,10:45,73.4,38.4,28.0,NW@8.7,15.3,0.0,844,29.91,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,11:00,74.2,38.8,27.7,NW@8.8,18.5,0.0,860,29.91,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,11:15,74.9,37.8,26.0,NW@10.3,18.7,0.0,888,29.91,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,11:30,75.8,34.7,22.4,W@7.9,17.6,0.0,912,29.91,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,11:45,76.6,35.5,22.4,NW@7.7,15.9,0.0,932,29.91,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,12:00,77.6,36.1,22.3,NW@6.4,14.1,0.0,944,29.91,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,12:15,78.0,34.1,20.3,NW@7.2,15.7,0.0,959,29.91,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,12:30,78.8,32.4,18.5,NW@7.3,14.1,0.0,967,29.9,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,12:45,79.3,30.4,16.7,NW@6.4,14.2,0.0,974,29.9,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,13:00,79.7,32.8,18.2,NW@8.0,16.8,0.0,975,29.9,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,13:15,80.2,30.7,16.4,NW@8.3,15.5,0.0,974,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,13:30,80.7,30.6,16.1,NW@7.3,14.6,0.0,970,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,13:45,80.6,31.7,16.9,NW@7.8,14.0,0.0,961,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,14:00,81.4,30.1,15.5,NW@6.8,13.1,0.0,953,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,14:15,81.5,28.8,14.6,NW@7.9,15.2,0.0,946,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,14:30,81.9,26.7,13.2,NW@7.0,14.0,0.0,922,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,14:45,82.5,26.8,13.0,NW@6.9,14.1,0.0,910,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,15:00,82.0,26.1,12.9,NW@8.2,15.9,0.0,885,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,15:15,82.5,27.3,13.3,NW@7.9,15.5,0.0,865,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,15:30,82.2,28.6,14.2,NW@8.5,16.3,0.0,804,29.89,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,15:45,81.9,28.6,14.3,NW@8.9,17.9,0.0,788,29.88,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,16:00,82.0,28.6,14.3,NW@8.7,19.2,0.0,764,29.88,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
2019-06-03,16:15,82.1,28.6,14.2,NW@8.9,19.8,0.0,725,29.88,08CF15,100011,"08CF15, WA",2019-08-04 09:27:54.547376
