Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2016-03-09,23:15,53.8,51.9,93.2,0.02,0,29.4,S,11.0,19.2,1.0,46.8,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-09,23:30,53.8,51.9,93.0,0.02,0,29.4,S,9.5,22.8,1.0,46.8,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-09,23:45,53.5,51.9,94.3,0.01,0,29.41,S,6.6,16.4,1.0,46.9,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-09,24:00,53.3,51.9,95.0,0.01,0,29.4,S,6.6,14.6,1.0,46.9,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,00:15,53.2,51.8,95.2,0.03,0,29.41,S,7.3,13.2,1.0,47.0,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,00:30,53.2,51.9,95.4,0.05,0,29.41,S,7.6,15.7,1.0,47.0,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,00:45,53.1,51.9,95.6,0.02,0,29.42,S,5.2,12.8,1.0,47.1,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,01:00,52.8,51.9,96.9,0.06,0,29.43,SW,4.5,8.5,0.97,47.1,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,01:15,52.3,51.2,95.9,0.01,0,29.44,S,5.2,16.4,0.99,47.2,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,01:30,51.9,50.1,93.7,0.0,0,29.45,SW,4.1,15.3,1.0,47.2,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,01:45,51.8,48.5,88.3,0.0,0,29.46,S,5.5,15.0,1.0,47.3,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,02:00,51.6,46.3,82.0,0.0,0,29.47,S,6.0,14.6,1.0,47.3,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,02:15,51.1,45.9,82.3,0.0,0,29.48,S,5.2,10.7,1.0,47.3,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,02:30,50.6,45.7,83.3,0.0,0,29.49,S,4.0,7.8,1.0,47.4,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,02:45,50.6,45.2,81.8,0.0,0,29.5,S,4.1,15.3,1.0,47.4,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,03:00,51.7,43.0,71.9,0.0,0,29.52,S,6.3,16.4,1.0,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,03:15,51.4,42.7,71.9,0.0,0,29.53,S,4.8,12.1,0.97,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,03:30,51.2,42.6,72.2,0.0,0,29.55,S,4.7,9.9,0.9,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,03:45,51.5,41.8,69.3,0.0,0,29.56,S,7.8,23.5,0.64,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,04:00,52.3,40.1,62.9,0.0,0,29.57,S,8.7,24.6,0.07,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,04:15,51.7,40.6,65.5,0.0,0,29.58,S,6.2,14.2,0.12,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,04:30,51.5,40.8,66.5,0.0,0,29.59,S,7.7,16.4,0.0,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,04:45,51.2,41.1,68.3,0.0,0,29.6,S,6.6,15.7,0.19,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,05:00,51.2,40.9,67.6,0.0,0,29.6,S,7.8,18.9,0.0,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,05:15,51.1,41.0,68.2,0.0,0,29.61,S,7.0,14.2,0.06,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,05:30,50.7,41.1,69.7,0.0,0,29.62,S,7.6,15.0,0.03,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
2016-03-10,05:45,50.5,41.3,70.6,0.0,0,29.62,S,7.5,19.2,0.02,47.5,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:12:44.400609
