Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2018-11-01,00:15,55.3,54.9,98.4,0.0,0,30.2,SE,3.7,8.2,0.85,60.3,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,00:30,55.3,54.8,98.2,0.0,0,30.19,S,4.1,10.3,0.85,60.3,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,00:45,55.3,54.8,98.0,0.01,0,30.18,S,4.5,8.9,0.85,60.2,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,01:00,55.4,54.8,98.0,0.0,0,30.18,S,3.7,8.5,0.85,60.2,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,01:15,55.5,54.9,97.9,0.0,0,30.19,S,2.6,7.4,0.85,60.2,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,01:30,55.5,54.9,97.8,0.0,0,30.19,SE,4.1,7.4,0.86,60.2,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,01:45,55.5,54.9,97.8,0.0,0,30.19,SE,4.0,8.2,0.86,60.1,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,02:00,55.5,54.9,97.8,0.0,0,30.19,SE,4.4,7.4,0.86,60.1,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,02:15,55.5,54.9,97.9,0.0,0,30.18,SE,4.5,9.9,0.86,60.1,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,02:30,55.6,55.0,97.9,0.0,0,30.18,SE,4.5,7.4,0.86,60.1,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,02:45,55.7,55.1,97.9,0.0,0,30.19,SE,3.3,5.7,0.86,60.1,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,03:00,55.8,55.2,97.9,0.0,0,30.19,SE,3.0,6.4,0.86,60.1,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,03:15,55.8,55.2,97.9,0.0,0,30.19,SE,3.0,5.7,0.86,60.2,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
2018-11-01,03:30,55.8,55.2,97.9,0.0,0,30.19,SE,3.6,7.8,0.86,60.2,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 12:13:24.670013
