Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-03-05,00:15,34.5,33.2,94.8,0.0,0,30.12,SW,1.7,3.1,0.85,47.2,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,00:30,33.7,32.5,95.2,0.0,0,30.11,SE,1.8,2.4,0.86,47.1,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,00:45,33.4,32.2,95.5,0.0,0,30.11,S,1.0,2.4,0.87,47.1,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,01:00,33.3,32.3,95.8,0.0,0,30.1,S,1.3,2.1,0.88,47.0,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,01:15,32.9,31.9,96.0,0.0,0,30.1,SE,1.7,2.8,0.89,46.9,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,01:30,32.5,31.5,96.2,0.0,0,30.1,S,1.0,2.4,0.89,46.9,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,01:45,32.2,31.3,96.3,0.0,0,30.1,S,1.9,3.1,0.9,46.8,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,02:00,31.9,30.9,96.4,0.0,0,30.1,S,1.8,2.4,0.9,46.7,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,02:15,31.7,30.7,96.5,0.0,0,30.09,S,1.8,2.4,0.91,46.7,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,02:30,31.3,30.2,96.6,0.0,0,30.09,SE,1.9,2.8,0.91,46.6,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,02:45,31.2,30.1,96.7,0.0,0,30.08,SE,1.5,2.4,0.91,46.5,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,03:00,31.0,29.9,96.8,0.0,0,30.08,SE,0.8,2.1,0.92,46.5,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,03:15,31.1,30.0,96.8,0.0,0,30.07,SE,1.7,3.1,0.92,46.4,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,03:30,31.1,30.1,96.9,0.0,0,30.07,SE,2.0,3.1,0.92,46.3,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,03:45,31.3,30.3,97.0,0.0,0,30.06,SW,1.8,2.4,0.92,46.3,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,04:00,31.5,30.6,97.1,0.0,0,30.06,SW,1.8,2.4,0.92,46.2,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,04:15,31.5,30.6,97.2,0.0,0,30.05,W,1.7,2.1,0.92,46.1,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,04:30,31.1,30.1,97.2,0.0,0,30.05,SE,2.2,3.5,0.91,46.1,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,04:45,30.7,29.7,97.2,0.0,0,30.05,SE,0.8,3.1,0.25,46.1,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
2020-03-05,05:00,31.0,30.1,97.2,0.0,0,30.04,SW,1.8,2.8,0.19,46.0,"Tumwa.SW, Thurston County",330153,Tumwater,2020-12-16 09:26:33.640693
