Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-10-25,00:15,30.6,29.4,96.5,0.0,0,30.51,N ,1.1,1.9,48.1,53.2,-10.0,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,00:30,29.7,28.8,98.2,0.0,0,30.52,NW,0.6,1.4,48.0,53.2,-10.0,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,00:45,29.7,28.5,97.0,0.0,0,30.52,E,0.9,1.7,47.9,53.2,-10.0,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,01:00,30.1,28.5,95.4,0.0,0,30.52,NE,1.3,2.4,47.8,53.2,-10.0,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,01:15,29.5,28.4,97.6,0.0,0,30.53,N ,1.1,2.1,47.7,53.2,-10.0,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,01:30,29.1,28.0,97.5,0.0,0,30.53,NE,1.0,1.8,47.6,53.1,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,01:45,29.0,27.6,96.8,0.0,0,30.54,NE,0.9,1.7,47.5,53.1,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,02:00,29.3,27.7,95.8,0.0,0,30.55,E,1.2,3.2,47.4,53.1,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,02:15,29.9,28.2,95.1,0.0,0,30.56,NE,1.7,3.3,47.3,53.1,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,02:30,29.4,28.6,98.5,0.0,0,30.55,E,1.1,1.9,47.1,53.1,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,02:45,29.1,28.3,99.1,0.0,0,30.56,E,1.4,2.0,47.1,53.0,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,03:00,28.8,27.9,98.7,0.0,0,30.56,E,1.3,2.0,46.9,52.9,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,03:15,28.4,27.6,99.4,0.0,0,30.57,E,1.5,2.3,46.9,52.9,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,03:30,28.2,27.2,98.4,0.0,0,30.57,E,1.5,2.9,46.8,52.9,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,03:45,28.3,26.9,97.1,0.0,0,30.58,NE,2.1,2.7,46.8,52.9,-10.1,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,04:00,27.4,26.5,99.3,0.0,0,30.58,E,1.2,2.2,46.6,52.8,-10.2,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,04:15,27.6,26.1,97.0,0.0,0,30.58,E,1.9,2.5,46.6,52.7,-10.2,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,04:30,27.5,25.9,96.6,0.0,0,30.58,E,1.7,2.6,46.5,52.7,-10.2,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,04:45,27.3,25.8,96.9,0.0,0,30.58,E,1.7,2.8,46.4,52.7,-10.2,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,05:00,27.2,25.7,97.1,0.0,0,30.58,E,1.8,2.6,46.4,52.7,-10.2,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,05:15,28.4,26.2,93.6,0.0,0,30.59,NE,3.0,5.2,46.2,52.6,-10.2,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,05:30,27.0,26.0,99.3,0.0,0,30.59,E,1.8,2.7,46.2,52.5,-10.2,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,05:45,26.1,26.1,100.0,0.0,0,30.6,E,1.4,2.2,46.1,52.5,-10.2,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,06:00,26.4,24.8,97.0,0.0,0,30.61,NE,1.5,2.4,46.0,52.5,-10.2,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
2020-10-25,06:15,26.0,24.2,96.9,0.0,0,30.62,E,1.9,2.6,46.0,52.5,-10.3,-8.7,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-13 21:37:42.816843
