Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-01-17,23:15,44.5,44.1,98.4,0.0,0,30.61,E,2.0,3.2,45.7,46.8,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-17,23:30,44.2,44.0,99.2,0.0,0,30.61,NE,1.9,2.5,45.7,46.8,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-17,23:45,43.9,43.8,99.3,0.0,0,30.62,E,1.5,2.3,45.7,46.8,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-17,24:00,43.6,43.4,99.1,0.0,0,30.61,NE,1.7,2.5,45.6,46.7,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,00:15,43.3,42.9,98.7,0.0,0,30.61,E,2.3,3.2,45.5,46.8,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,00:30,43.1,42.6,98.0,0.0,0,30.61,E,1.8,2.9,45.5,46.7,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,00:45,42.9,42.7,99.3,0.0,0,30.61,E,2.1,3.1,45.5,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,01:00,42.2,42.2,100.0,0.0,0,30.6,E,1.7,2.4,45.5,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,01:15,41.6,41.5,99.5,0.0,0,30.6,E,1.7,3.4,45.5,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,01:30,41.6,41.3,99.0,0.0,0,30.6,E,2.1,3.3,45.4,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,01:45,40.9,40.9,99.9,0.0,0,30.61,E,2.0,2.9,45.3,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,02:00,40.3,40.3,100.0,0.0,0,30.61,E,1.5,1.9,45.3,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,02:15,41.1,40.7,98.5,0.0,0,30.61,NE,2.1,2.5,45.3,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,02:30,41.1,41.0,99.5,0.0,0,30.62,NE,1.8,2.8,45.2,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,02:45,40.9,40.7,99.1,0.0,0,30.62,NE,2.3,3.3,45.1,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,03:00,39.8,39.8,99.7,0.0,0,30.62,E,2.1,3.2,45.1,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,03:15,39.1,39.0,99.7,0.0,0,30.62,E,1.5,2.8,45.1,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,03:30,39.5,39.4,99.2,0.0,0,30.62,E,1.9,3.3,45.0,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,03:45,40.1,39.9,99.3,0.0,0,30.62,E,1.9,3.2,45.0,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,04:00,39.9,39.9,100.0,0.0,0,30.62,E,1.1,2.1,45.0,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
2021-01-18,04:15,40.0,39.9,99.7,0.0,0,30.62,E,1.2,2.2,44.8,46.6,-7.8,-7.6,"Woodinvill, Woodinville, King County",330026,Woodinvill,2021-04-15 13:05:42.255345
