Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2021-02-04,23:15,44.7,43.9,96.9,0.0,0,,SW,4.1,8.9,0.79,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-04,23:30,44.7,43.7,96.2,0.0,0,,S,3.9,10.7,0.78,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-04,23:45,44.7,43.7,96.1,0.0,0,,S,3.8,9.2,0.78,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-04,24:00,44.6,43.5,95.9,0.0,0,,SW,4.6,11.4,0.79,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,00:15,44.6,43.3,95.4,0.01,0,,S,3.3,7.8,0.79,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,00:30,44.4,43.0,94.7,0.0,0,,SE,2.4,6.0,0.8,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,00:45,44.3,43.1,95.5,0.0,0,,SE,3.6,10.7,0.8,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,01:00,44.2,43.2,96.1,0.01,0,,S,4.6,12.4,0.8,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,01:15,44.1,43.2,96.7,0.01,0,,S,4.2,7.4,0.81,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,01:30,44.0,43.3,97.0,0.01,0,,S,4.7,9.6,0.8,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,01:45,44.0,43.2,96.8,0.01,0,,SE,5.5,11.4,0.77,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,02:00,44.0,43.2,96.6,0.01,0,,S,5.3,9.6,0.77,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,02:15,44.0,43.2,96.7,0.02,0,,S,7.0,11.4,0.76,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,02:30,43.9,43.1,96.9,0.01,0,,S,5.8,12.1,0.76,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,02:45,43.8,42.9,96.8,0.01,0,,S,6.2,12.4,0.77,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,03:00,43.8,42.9,96.7,0.02,0,,S,5.2,11.7,0.76,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,03:15,43.8,42.9,96.8,0.02,0,,S,5.8,13.5,0.76,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
2021-02-05,03:30,43.8,43.0,97.1,0.01,0,,S,5.6,8.9,0.77,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:22.059179
