Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2018-06-19,00:15,58.3,58.2,52.8,82.0,0.0,SE@0.9,6.0,68.2,0.0,0,30.08,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,00:30,57.9,57.8,52.9,83.2,0.0,SE@0.6,3.1,68.1,0.0,0,30.08,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,00:45,57.5,57.3,52.8,84.2,0.06,SE@0.3,3.1,68.1,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,01:00,56.8,56.6,52.7,86.1,0.12,SW@0.0,1.4,68.0,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,01:15,56.4,56.2,52.6,86.9,0.18,SW@0.0,2.8,68.0,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,01:30,55.9,55.7,52.4,87.7,0.29,N@0.0,0.0,67.9,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,01:45,55.3,54.9,52.2,89.4,0.47,N@0.0,0.0,67.9,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,02:00,54.9,54.6,52.3,91.0,0.64,N@0.0,0.0,67.8,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,02:15,54.8,54.5,52.3,91.4,0.75,N@0.0,0.0,67.8,0.0,0,30.08,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,02:30,54.5,54.1,52.0,91.2,0.8,N@0.0,0.0,67.7,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,02:45,54.1,53.7,51.9,92.3,0.85,N@0.0,0.0,67.6,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,03:00,53.7,53.4,51.9,93.5,0.88,N@0.0,0.0,67.6,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,03:15,53.0,52.6,51.3,94.0,0.91,N@0.0,0.0,67.5,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,03:30,53.0,52.8,51.5,94.3,0.93,N@0.0,0.0,67.5,0.0,0,30.09,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,03:45,52.9,52.6,51.3,94.2,0.94,N@0.0,0.0,67.4,0.0,0,30.1,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,04:00,52.9,52.6,51.3,94.4,0.94,N@0.0,0.0,67.3,0.0,0,30.1,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,04:15,52.5,52.2,51.1,94.8,0.95,N@0.0,0.0,67.2,0.0,0,30.1,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,04:30,52.1,51.8,50.8,95.2,1.0,N@0.0,0.0,67.2,0.0,0,30.1,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,04:45,52.0,51.6,50.7,95.5,1.0,N@0.0,0.0,67.1,0.0,0,30.1,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,05:00,51.6,51.3,50.4,95.7,1.0,N@0.0,0.0,67.0,0.0,0,30.1,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,05:15,51.2,50.8,50.1,95.9,1.0,N@0.0,0.0,67.0,0.0,2,30.1,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
2018-06-19,05:30,51.2,50.8,50.1,96.1,1.0,N@0.0,1.4,66.9,0.0,6,30.1,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:15:52.532013
