Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2021-02-10,23:15,31.4,30.0,95.3,0.0,0,,N ,0.0,0.0,0.52,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-10,23:30,31.7,30.2,94.6,0.0,0,,W,0.1,1.7,0.48,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-10,23:45,31.8,30.0,93.6,0.0,0,,N ,0.0,0.0,0.39,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-10,24:00,31.8,30.3,94.5,0.0,0,,N ,0.0,0.0,0.34,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,00:15,31.8,30.3,94.7,0.0,0,,N ,0.0,0.0,0.32,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,00:30,31.9,30.4,94.6,0.0,0,,N ,0.0,0.0,0.29,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,00:45,32.0,30.3,94.1,0.0,0,,N ,0.0,0.0,0.25,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,01:00,31.9,30.1,93.5,0.0,0,,N ,0.0,0.0,0.2,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,01:15,31.8,30.0,93.5,0.0,0,,N ,0.0,0.0,0.15,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,01:30,31.7,29.9,93.4,0.0,0,,N ,0.0,0.0,0.09,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,01:45,31.6,29.5,92.7,0.0,0,,N ,0.0,0.0,0.03,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,02:00,31.8,29.9,92.9,0.0,0,,N ,0.0,0.0,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,02:15,32.1,30.2,92.5,0.0,0,,N ,0.0,0.0,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,02:30,32.1,30.2,92.4,0.0,0,,N ,0.0,0.0,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,02:45,32.2,30.1,91.7,0.0,0,,N ,0.0,0.0,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,03:00,32.5,30.4,92.2,0.0,0,,NE,0.1,2.1,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,03:15,32.7,30.0,89.8,0.0,0,,N ,0.2,2.1,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,03:30,33.4,29.8,86.2,0.0,0,,N ,0.3,2.4,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,03:45,33.9,29.6,84.0,0.0,0,,N ,1.5,3.9,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,04:00,34.4,29.4,81.7,0.0,0,,N ,2.3,3.9,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,04:15,34.6,30.0,83.1,0.0,0,,N ,2.5,4.6,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,04:30,34.7,30.7,85.1,0.0,0,,N ,3.1,6.0,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,04:45,35.0,31.6,87.2,0.0,0,,N ,4.4,7.8,0.01,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,05:00,35.0,31.7,87.4,0.0,0,,N ,4.9,9.6,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,05:15,35.0,31.6,87.4,0.0,0,,N ,4.5,7.4,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,05:30,34.9,31.4,87.1,0.0,0,,N ,4.8,7.8,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,05:45,34.9,31.3,86.6,0.0,0,,N ,4.8,8.2,0.0,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,06:00,34.9,31.2,86.3,0.0,0,,N ,5.4,8.5,0.01,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,06:15,34.8,31.2,86.6,0.0,0,,N ,5.4,8.5,0.08,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,06:30,34.7,31.2,86.9,0.0,0,,N ,5.0,8.2,0.04,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,06:45,34.6,31.1,86.7,0.0,0,,N ,5.3,8.5,0.13,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,07:00,34.6,30.9,86.2,0.0,0,,N ,5.6,8.9,0.22,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
2021-02-11,07:15,34.4,30.8,86.4,0.0,0,,N ,5.4,10.3,0.73,,"Tumwa.SW, Thurston County",330153,Tumwater,2021-04-15 13:09:29.253578
