Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2018-05-08,00:15,50.5,50.3,49.3,95.3,1.0,N@0.0,0.0,60.7,0.0,0,30.18,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,00:30,50.3,50.0,49.1,95.6,1.0,N@0.0,0.0,60.7,0.0,0,30.18,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,00:45,49.7,49.4,48.5,95.8,1.0,N@0.0,0.0,60.6,0.0,0,30.18,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,01:00,49.2,49.0,48.0,95.8,1.0,N@0.0,0.0,60.6,0.0,0,30.18,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,01:15,48.6,48.3,47.5,95.8,1.0,N@0.0,0.0,60.6,0.0,0,30.18,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,01:30,48.5,48.3,47.5,96.0,1.0,N@0.0,0.0,60.5,0.0,0,30.18,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,01:45,48.8,48.5,47.7,96.2,1.0,N@0.0,0.0,60.4,0.0,0,30.19,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,02:00,48.4,48.1,47.4,96.2,1.0,N@0.0,0.0,60.4,0.0,0,30.18,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,02:15,47.5,47.3,46.6,96.4,1.0,N@0.0,0.0,60.3,0.0,0,30.17,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,02:30,47.2,47.0,46.3,96.5,1.0,N@0.0,0.0,60.3,0.0,0,30.17,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,02:45,47.0,46.8,46.1,96.7,1.0,N@0.0,0.0,60.2,0.0,0,30.17,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,03:00,46.7,46.5,45.9,96.7,1.0,N@0.0,0.0,60.2,0.0,0,30.17,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,03:15,46.4,46.2,45.6,96.8,1.0,N@0.0,0.0,60.1,0.0,0,30.17,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
2018-05-08,03:30,46.2,45.9,45.4,97.0,1.0,N@0.0,0.0,60.1,0.0,0,30.17,"Tumwater SW, Thurston County",330153,Tumwater SW,2018-09-11 16:14:59.666761
