Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-10-29,00:15,36.2,32.9,87.6,0.0,0,30.11,W,3.6,8.8,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,00:30,35.4,32.7,89.7,0.0,0,30.11,S,3.6,6.6,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,00:45,34.8,32.4,90.5,0.0,0,30.11,SE,3.8,7.1,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,01:00,35.6,32.5,88.3,0.0,0,30.12,SE,3.5,5.9,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,01:15,36.2,33.0,88.2,0.0,0,30.12,SE,3.0,4.8,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,01:30,35.8,33.0,89.2,0.0,0,30.11,SE,2.1,3.4,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,01:45,36.2,32.8,87.3,0.0,0,30.11,SE,1.7,3.3,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,02:00,36.9,33.0,85.5,0.0,0,30.11,S,1.9,2.9,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,02:15,36.8,33.2,86.5,0.0,0,30.11,SW,1.1,2.9,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,02:30,36.8,33.1,86.4,0.0,0,30.1,S,1.3,2.3,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
2020-10-29,02:45,36.4,33.3,88.6,0.0,0,30.1,SE,1.7,3.4,0.37,37.0,-40.3,"Crane, Brewster, Douglas County",100017,Crane,2020-12-16 07:04:33.447652
