Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-01-14,00:15,27.8,26.9,NW@1.0,2.8,0.0,0,26.4,97.3,29.78,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
2020-01-14,00:30,27.5,26.7,SW@1.2,2.5,0.0,0,26.3,98.5,29.78,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
2020-01-14,00:45,28.6,26.6,W@1.6,4.8,0.0,0,26.5,94.2,29.78,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
2020-01-14,01:00,27.7,27.1,NW@1.1,3.6,0.0,0,26.5,98.2,29.79,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
2020-01-14,01:15,27.0,26.6,SW@1.4,4.8,0.0,0,26.1,99.8,29.79,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
2020-01-14,01:30,26.6,26.0,W@0.9,1.9,0.0,0,25.5,99.3,29.78,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
2020-01-14,01:45,26.4,25.6,NW@0.9,2.0,0.0,0,25.2,98.8,29.78,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
2020-01-14,02:00,26.4,25.8,NW@0.9,1.7,0.0,0,25.3,99.3,29.79,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
2020-01-14,02:15,26.7,26.2,N@1.8,3.6,0.0,0,26.7,100.0,29.79,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
2020-01-14,02:30,26.7,26.6,NW@1.7,3.7,0.0,0,25.8,99.8,29.8,"Wamic.N, WAMIC, Wasco County",100004,"Wamic.N, OR",2020-01-21 13:59:05.150959
