Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-10-21,00:15,40.2,39.6,97.8,0.0,S@3.7,5.3,0.0,0,48.8,40.0,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,00:30,40.2,39.7,98.2,0.0,S@3.6,5.3,0.0,0,48.8,40.0,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,00:45,40.4,39.8,97.7,0.0,S@5.1,7.8,0.0,0,48.8,40.3,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,01:00,40.2,39.4,96.9,0.0,S@4.9,7.8,0.0,0,48.7,40.1,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,01:15,39.7,39.0,97.5,0.0,S@4.5,6.4,0.07,0,48.7,39.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,01:30,39.8,39.4,98.5,0.0,S@3.9,5.7,0.01,0,48.7,39.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,01:45,39.9,39.6,98.9,0.0,SW@4.4,6.7,0.0,0,48.7,39.7,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,02:00,39.9,39.7,99.0,0.0,S@3.9,6.4,0.0,0,48.7,39.7,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,02:15,39.9,39.6,99.1,0.0,S@4.8,7.1,0.0,0,48.7,39.7,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,02:30,39.8,39.6,99.2,0.0,SW@5.8,9.6,0.0,0,48.7,39.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,02:45,39.7,39.5,99.2,0.0,SW@6.3,9.6,0.0,0,48.7,39.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,03:00,39.7,39.4,99.1,0.0,SW@5.3,7.8,0.0,0,48.7,39.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,03:15,39.3,39.0,99.0,0.0,S@4.8,7.4,0.03,0,48.7,39.1,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,03:30,39.0,38.8,99.2,0.0,S@4.2,7.1,0.1,0,48.6,38.8,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,03:45,38.9,38.7,99.2,0.0,S@4.7,6.7,0.08,0,48.6,38.7,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,04:00,39.0,38.8,99.2,0.0,S@5.1,8.2,0.06,0,48.6,38.8,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,04:15,39.0,38.8,99.2,0.0,S@3.9,6.0,0.06,0,48.6,38.8,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,04:30,39.0,38.8,99.2,0.0,S@3.6,5.7,0.06,0,48.6,38.8,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,04:45,38.9,38.7,99.2,0.0,S@3.5,4.9,0.06,0,48.6,38.7,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,05:00,38.8,38.6,99.2,0.0,S@2.9,4.9,0.06,0,48.6,38.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,05:15,38.7,38.5,99.2,0.0,S@2.6,4.2,0.06,0,48.6,38.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,05:30,38.7,38.5,99.2,0.0,S@0.3,3.1,0.06,0,48.6,38.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,05:45,38.7,38.5,99.2,0.0,S@1.6,7.1,0.06,0,48.6,38.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,06:00,38.7,38.5,99.2,0.0,S@3.4,5.7,0.06,0,48.6,38.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,06:15,38.7,38.5,99.2,0.0,S@4.0,5.7,0.06,1,48.5,38.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,06:30,38.7,38.5,99.2,0.0,S@4.2,6.7,0.06,2,48.5,38.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,06:45,38.6,38.4,99.2,0.0,S@5.6,7.8,0.06,4,48.5,38.3,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,07:00,38.5,38.3,99.2,0.0,S@6.4,9.2,0.06,10,48.5,38.4,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,07:15,38.6,38.4,99.2,0.0,S@7.3,10.3,0.06,18,48.5,38.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,07:30,38.8,38.6,99.2,0.0,S@6.7,9.9,0.06,34,48.5,38.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,07:45,39.2,39.0,99.2,0.0,S@5.3,7.4,0.05,73,48.5,39.1,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,08:00,40.2,39.7,98.1,0.0,S@7.2,10.7,0.01,167,48.4,40.0,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,08:15,41.4,39.6,93.4,0.0,S@7.8,11.7,0.0,196,48.4,41.2,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,08:30,41.2,39.3,92.9,0.0,S@8.1,12.1,0.0,105,48.4,41.0,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,08:45,41.7,39.2,91.0,0.0,S@8.7,12.1,0.0,145,48.4,41.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,09:00,42.7,39.4,88.0,0.0,S@8.3,12.1,0.0,227,48.4,42.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,09:15,43.4,39.9,87.2,0.0,S@8.6,12.1,0.0,198,48.4,43.3,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,09:30,44.4,39.9,84.3,0.0,S@8.5,12.1,0.0,248,48.4,44.2,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,09:45,44.9,39.9,82.5,0.0,S@8.0,13.2,0.0,206,48.4,44.7,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,10:00,45.4,40.0,81.4,0.0,S@8.3,12.1,0.0,184,48.4,45.2,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,10:15,45.5,40.5,82.7,0.0,S@8.1,13.2,0.0,198,48.4,45.3,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,10:30,45.8,40.8,82.5,0.0,S@8.8,12.4,0.0,203,48.3,45.7,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,10:45,46.0,40.6,81.3,0.0,S@8.2,11.4,0.0,188,48.3,45.9,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,11:00,46.7,41.3,81.4,0.0,S@7.0,12.8,0.0,198,48.3,46.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,11:15,46.7,41.0,80.4,0.0,S@7.6,11.7,0.0,164,48.3,46.6,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,11:30,47.2,41.0,78.9,0.0,S@7.3,11.7,0.0,176,48.3,47.0,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,11:45,47.8,41.0,77.1,0.0,S@7.8,12.1,0.0,216,48.2,47.7,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,12:00,48.2,40.9,75.6,0.0,SW@7.3,11.4,0.0,237,48.2,48.1,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,12:15,48.5,41.4,76.3,0.0,SW@7.8,12.8,0.0,226,48.2,48.4,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,12:30,48.7,41.5,76.1,0.0,SW@8.0,12.1,0.0,213,48.2,48.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,12:45,48.9,41.4,75.2,0.0,SW@7.9,11.0,0.0,198,48.2,48.8,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,13:00,49.1,41.6,75.2,0.0,SW@7.6,11.4,0.0,197,48.2,49.0,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,13:15,49.2,40.7,72.2,0.0,SW@8.5,13.2,0.0,173,48.2,49.1,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,13:30,49.0,41.3,74.4,0.0,SW@6.9,10.7,0.0,128,48.2,48.9,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,13:45,49.1,41.3,74.2,0.0,SW@6.7,9.9,0.0,135,48.2,49.0,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,14:00,49.3,41.0,72.9,0.0,SW@6.5,10.3,0.0,121,48.2,49.2,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,14:15,48.7,41.3,75.4,0.0,S@7.4,10.7,0.0,102,48.2,48.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,14:30,48.5,39.7,71.6,0.0,SW@8.1,12.4,0.0,115,48.2,48.3,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,14:45,48.2,38.8,69.7,0.0,SW@8.9,14.6,0.0,82,48.2,48.1,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,15:00,47.5,39.4,73.2,0.0,SW@6.7,9.9,0.0,49,48.2,47.3,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,15:15,46.6,40.2,78.2,0.0,SW@5.9,8.9,0.12,39,48.2,46.5,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,15:30,45.9,41.9,86.0,0.0,S@4.9,8.5,0.28,25,48.2,45.7,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,15:45,45.5,43.0,91.1,0.01,S@4.6,7.4,0.33,19,48.2,45.3,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,16:00,45.3,43.5,93.6,0.0,S@3.6,5.7,0.33,15,48.2,45.1,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,16:15,45.1,44.0,95.9,0.01,SE@3.7,4.9,0.34,12,48.2,44.9,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
2019-10-21,16:30,45.0,44.2,97.1,0.02,SE@4.4,6.4,0.34,9,48.2,44.8,"Fairfield, Spokane County",330125,Fairfield,2020-01-21 19:46:01.470720
