Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2019-01-13,23:15,28.5,28.4,27.7,99.2,0.2,W@0.4,3.9,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-13,23:30,28.2,28.1,27.4,99.2,0.18,W@1.5,4.2,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-13,23:45,28.3,28.2,27.5,99.2,0.19,SW@0.8,2.8,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-13,24:00,28.3,28.2,27.5,99.2,0.19,W@0.9,3.5,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,00:15,28.0,27.9,27.1,99.2,0.18,NW@0.4,4.2,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,00:30,27.8,27.7,26.9,99.2,0.17,S@0.6,3.5,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,00:45,27.8,27.7,26.9,99.2,0.17,S@0.7,3.5,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,01:00,27.7,27.6,26.8,99.2,0.17,S@1.1,3.9,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,01:15,27.7,27.6,26.8,99.2,0.16,S@1.9,3.5,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,01:30,27.6,27.4,26.7,99.2,0.16,S@0.6,3.9,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,01:45,27.4,27.3,26.4,99.2,0.16,S@2.0,3.9,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,02:00,27.3,27.2,26.4,99.2,0.15,S@2.1,3.5,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,02:15,27.2,27.0,26.2,99.2,0.15,SW@1.8,3.5,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,02:30,27.1,26.9,26.1,99.2,0.14,SW@1.3,4.6,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,02:45,27.0,26.8,26.0,99.2,0.14,SW@2.1,2.8,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,03:00,26.9,26.8,25.9,99.2,0.14,SW@0.7,2.8,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,03:15,26.9,26.7,25.9,99.2,0.14,W@1.5,2.8,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,03:30,27.0,26.8,25.9,99.2,0.14,W@2.2,3.1,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,03:45,26.9,26.8,25.9,99.2,0.14,NW@0.0,3.5,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,04:00,26.9,26.7,25.9,99.2,0.14,N@0.0,3.1,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,04:15,26.8,26.6,25.8,99.2,0.14,N@0.0,3.5,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,04:30,26.7,26.5,25.7,99.2,0.13,SW@0.4,3.9,35.1,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,04:45,26.6,26.4,25.5,99.2,0.12,S@2.3,3.1,35.0,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,05:00,26.6,26.4,25.5,99.2,0.13,SE@0.7,3.1,35.0,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,05:15,26.4,26.2,25.3,99.2,0.12,E@0.0,5.3,35.0,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
2019-01-14,05:30,26.5,26.3,25.4,99.2,0.12,E@0.6,4.2,35.0,0.0,0,"Gleed, Yakima County",310111,Gleed,2019-06-26 02:27:22.969020
