Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-03-12,00:15,38.3,SW@4.1,8.7,0.0,0,12.6,34.4,30.19,-20.1,0.37,39.2,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,00:30,36.2,SW@5.5,10.6,0.0,0,13.2,38.3,30.19,-20.1,0.37,39.2,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,00:45,36.3,SW@5.8,10.8,0.0,0,13.5,38.5,30.2,-20.1,0.37,39.0,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,01:00,36.0,S@6.0,8.9,0.0,0,13.5,39.0,30.2,-20.1,0.37,39.0,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,01:15,36.5,SW@5.6,9.7,0.0,0,13.5,38.4,30.2,-20.1,0.37,38.9,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,01:30,36.1,SW@4.9,8.8,0.0,0,13.5,39.0,30.2,-20.1,0.37,38.8,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,01:45,35.9,SW@5.7,9.7,0.0,0,13.5,39.1,30.2,-20.1,0.37,38.8,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,02:00,36.0,SW@5.1,9.5,0.0,0,13.6,39.2,30.21,-20.1,0.37,38.7,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,02:15,35.3,SW@4.7,6.4,0.0,0,13.5,40.2,30.21,-20.1,0.37,38.7,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,02:30,35.6,SW@5.0,7.4,0.0,0,13.5,39.7,30.21,-20.1,0.37,38.6,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,02:45,35.5,SW@4.5,8.3,0.0,0,13.5,39.9,30.22,-20.2,0.37,38.5,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,03:00,35.5,SW@4.1,7.0,0.0,0,13.5,39.9,30.22,-20.2,0.37,38.5,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,03:15,35.3,SW@4.2,7.6,0.0,0,13.5,40.2,30.22,-20.2,0.37,38.3,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,03:30,34.4,SW@5.6,8.5,0.0,0,13.5,41.6,30.22,-20.1,0.37,38.3,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,03:45,34.2,SW@4.8,7.7,0.0,0,13.5,42.0,30.23,-20.1,0.37,38.3,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,04:00,34.5,SW@5.4,10.5,0.0,0,13.5,41.5,30.22,-20.1,0.37,38.1,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,04:15,34.4,SW@5.1,7.5,0.0,0,13.5,41.7,30.22,-20.1,0.37,38.1,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,04:30,34.6,SW@4.9,7.5,0.0,0,13.5,41.2,30.22,-20.1,0.37,38.1,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,04:45,34.7,SW@5.5,10.7,0.0,0,13.5,41.2,30.22,-20.1,0.37,37.9,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,05:00,34.3,SW@4.9,8.5,0.0,0,13.5,41.9,30.23,-20.1,0.37,37.8,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,05:15,33.8,SW@5.7,9.5,0.0,0,13.5,42.7,30.22,-20.1,0.37,37.8,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,05:30,34.0,SW@5.8,9.4,0.0,0,13.5,42.4,30.23,-20.1,0.37,37.7,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,05:45,33.8,SW@5.1,10.1,0.0,0,13.5,42.6,30.23,-20.1,0.37,37.6,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,06:00,33.6,SW@6.0,8.8,0.0,0,13.5,43.0,30.23,-20.1,0.37,37.6,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,06:15,33.5,SW@6.2,10.6,0.0,0,13.5,43.2,30.23,-20.1,0.37,37.6,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,06:30,33.2,SW@5.8,9.7,0.0,0,13.5,43.6,30.23,-20.1,0.37,37.4,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,06:45,32.8,SW@7.3,15.6,0.0,0,13.5,44.4,30.23,-20.1,0.37,37.4,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,07:00,32.6,SW@7.2,11.5,0.0,0,13.5,44.7,30.23,-20.1,0.37,37.4,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,07:15,32.2,SW@7.1,13.4,0.0,1,13.6,45.7,30.24,-20.1,0.37,37.4,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
2020-03-12,07:30,32.5,SW@8.9,13.6,0.0,7,14.3,46.5,30.24,-20.1,0.37,37.2,"Crane, Brewster, Douglas County",100017,Crane,2020-06-02 09:39:05.066930
