Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-04-01,00:15,40.5,22.3,48.0,0.0,8.8,13.9,0.0,0,50.3,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,00:30,40.4,22.5,48.5,0.0,8.4,12.1,0.0,0,50.2,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,00:45,39.5,22.7,50.5,0.0,7.5,10.7,0.0,0,50.1,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,01:00,38.3,23.0,53.8,0.0,7.3,9.6,0.0,0,50.1,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,01:15,38.5,23.2,53.6,0.0,8.0,11.0,0.0,0,50.0,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,01:30,38.7,23.1,53.1,0.0,7.4,10.3,0.0,0,49.9,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,01:45,38.3,23.0,53.6,0.0,6.6,9.9,0.0,0,49.9,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,02:00,38.5,23.1,53.5,0.0,7.5,11.0,0.0,0,49.8,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,02:15,38.8,23.4,53.7,0.0,8.3,11.7,0.0,0,49.7,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,02:30,38.8,23.1,52.9,0.0,8.4,12.1,0.0,0,49.7,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,02:45,38.8,22.4,51.3,0.0,8.3,11.7,0.0,0,49.6,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,03:00,39.2,22.2,50.1,0.0,9.3,13.5,0.0,0,49.5,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
2020-04-01,03:15,38.7,22.5,51.8,0.0,8.7,11.7,0.0,0,49.4,"RoyalSlope (Royal Slope East), Grant County",330099,RoyalSlope,2020-05-03 14:46:10.903122
