Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2008-04-09,00:15,33.0,,29.2,85.8,0.0,SW@4.3,5.3,,47.4,929.1,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,00:30,33.7,,28.4,80.6,0.0,W@5.0,6.7,,47.4,927.5,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,00:45,33.4,,28.0,80.4,0.0,SW@3.8,5.3,,47.3,927.5,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,01:00,33.9,,28.2,79.5,0.0,W@4.9,7.4,,47.2,927.5,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,01:15,34.0,,27.8,78.0,0.0,W@2.9,5.7,,47.1,927.5,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,01:30,35.1,,27.6,73.9,0.0,W@5.7,8.2,,47.0,927.5,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,01:45,36.6,,27.6,69.4,0.0,W@6.6,9.2,,46.9,927.5,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,02:00,35.5,,27.6,72.6,0.0,SW@5.7,8.2,,46.9,927.5,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,02:15,32.7,,27.8,82.1,0.0,SW@6.0,8.9,,46.8,925.9,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,02:30,32.7,,27.5,80.7,0.0,SW@5.1,7.4,,46.7,922.7,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
2008-04-09,02:45,33.3,,27.2,77.9,0.0,SW@6.5,9.2,,46.6,922.7,0.0,0,,"Benton City West, Benton County",100161,Benton City West,2017-12-10 01:29:40.483881
