Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2019-05-11,00:15,57.2,57.2,40.4,53.3,0.0,N@0.0,0.0,62.3,61.2,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
2019-05-11,00:30,56.6,56.5,40.9,55.5,0.0,N@0.0,0.0,62.1,61.1,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
2019-05-11,00:45,55.9,55.9,41.4,58.0,0.0,N@0.0,0.0,61.9,61.1,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
2019-05-11,01:00,55.9,55.8,40.8,56.7,0.0,N@0.0,0.0,61.7,61.0,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
2019-05-11,01:15,56.2,56.1,40.4,55.2,0.0,N@0.0,0.0,61.5,60.9,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
2019-05-11,01:30,56.5,56.4,39.8,53.5,0.0,N@0.0,0.0,61.4,60.9,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
2019-05-11,01:45,56.1,56.0,39.4,53.4,0.0,N@0.8,6.0,61.2,60.8,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
2019-05-11,02:00,55.1,55.1,39.7,55.9,0.0,N@4.4,6.0,61.0,60.7,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
2019-05-11,02:15,54.7,54.7,39.9,57.2,0.0,N@3.5,4.9,60.9,60.6,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
2019-05-11,02:30,55.5,55.4,39.4,54.5,0.0,N@4.4,5.7,60.7,60.6,0.0,0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2019-06-24 22:40:00.241285
