Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2020-01-08,00:15,43.7,43.5,99.4,0.0,SW@12.3,17.1,0.0,0,40.5,40.5,43.7,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,00:30,43.6,43.4,99.4,0.0,SW@12.6,17.1,0.0,0,40.5,40.5,43.6,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,00:45,43.4,43.3,99.3,0.0,SW@13.3,19.2,0.0,0,40.5,40.5,43.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,01:00,43.0,42.9,99.4,0.0,SW@11.4,17.5,0.0,0,40.4,40.5,43.1,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,01:15,42.7,42.6,99.4,0.0,SW@10.3,13.9,0.0,0,40.4,40.5,42.8,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,01:30,42.6,42.4,99.4,0.0,SW@11.1,14.2,0.0,0,40.4,40.5,42.7,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,01:45,42.0,41.8,99.4,0.0,SW@9.9,12.8,0.0,0,40.4,40.4,42.0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,02:00,40.8,40.6,99.4,0.0,SW@10.0,12.8,0.0,0,40.3,40.4,40.8,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,02:15,40.4,40.3,99.4,0.0,SW@9.9,12.4,0.0,0,40.3,40.4,40.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,02:30,40.3,40.1,99.4,0.0,S@10.6,14.2,0.0,0,40.3,40.4,40.3,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,02:45,40.3,40.2,99.4,0.0,SW@10.5,13.5,0.0,0,40.2,40.4,40.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,03:00,40.1,40.0,99.4,0.0,SW@10.7,13.5,0.0,0,40.2,40.4,40.2,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,03:15,39.8,39.6,99.5,0.0,SW@11.4,13.9,0.0,0,40.2,40.4,39.8,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,03:30,39.4,39.2,99.5,0.0,SW@12.2,13.9,0.0,0,40.1,40.4,39.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,03:45,38.7,38.6,99.5,0.0,SW@10.1,13.9,0.0,0,40.1,40.4,38.8,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,04:00,38.9,38.8,99.5,0.0,SW@10.1,12.4,0.0,0,40.0,40.3,39.0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,04:15,39.5,39.4,99.5,0.0,SW@12.6,15.3,0.0,0,40.0,40.3,39.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,04:30,38.4,38.3,99.5,0.0,SW@9.9,13.5,0.0,0,39.9,40.3,38.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,04:45,37.6,37.5,99.5,0.0,SW@7.4,9.9,0.0,0,39.9,40.3,37.6,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,05:00,36.9,36.8,99.5,0.0,SW@7.9,12.1,0.0,0,39.8,40.2,37.0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,05:15,37.5,37.4,99.5,0.0,SW@10.7,13.2,0.0,0,39.8,40.2,37.6,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,05:30,38.1,37.9,99.5,0.0,SW@10.4,13.2,0.0,0,39.7,40.2,38.1,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,05:45,37.6,37.5,99.5,0.0,SW@9.0,10.7,0.0,0,39.7,40.2,37.7,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,06:00,37.4,37.3,99.5,0.0,SW@8.6,11.4,0.0,0,39.6,40.1,37.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,06:15,38.3,38.2,99.4,0.0,SW@9.8,13.5,0.0,0,39.6,40.1,38.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,06:30,38.5,38.3,99.4,0.0,SW@9.6,12.4,0.0,0,39.5,40.1,38.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,06:45,37.5,37.3,99.5,0.0,SW@8.9,11.0,0.0,0,39.5,40.0,37.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,07:00,36.3,36.2,99.5,0.0,SW@5.2,7.1,0.0,0,39.4,40.0,36.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,07:15,35.8,35.7,99.5,0.0,SW@5.8,8.2,0.0,0,39.4,40.0,35.8,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,07:30,36.6,36.5,99.5,0.0,SW@7.2,9.6,0.0,0,39.3,40.0,36.7,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,07:45,36.5,36.4,99.5,0.0,SW@5.5,8.5,0.0,3,39.3,39.9,36.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,08:00,37.7,37.5,99.4,0.0,SW@5.7,7.8,0.0,6,39.2,39.9,37.7,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,08:15,37.6,37.4,99.4,0.0,S@6.2,8.5,0.0,17,39.2,39.9,37.6,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,08:30,38.5,38.4,99.4,0.0,SW@8.0,11.4,0.0,22,39.1,39.8,38.6,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,08:45,39.3,39.0,98.6,0.0,SW@7.7,11.7,0.0,32,39.1,39.8,39.3,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,09:00,39.3,39.0,99.1,0.0,SW@6.9,10.7,0.0,39,39.1,39.8,39.3,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,09:15,38.9,38.7,99.3,0.0,SW@7.4,9.9,0.0,45,39.0,39.7,38.9,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,09:30,39.4,39.0,98.2,0.0,SW@9.9,13.9,0.0,54,39.0,39.7,39.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,09:45,39.4,39.1,99.1,0.0,SW@9.4,14.6,0.0,54,39.0,39.7,39.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,10:00,39.9,38.8,96.0,0.0,SW@10.6,14.6,0.0,59,39.0,39.6,39.9,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,10:15,40.4,37.6,89.6,0.0,SW@7.6,13.9,0.0,75,39.0,39.6,40.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,10:30,40.8,37.2,86.9,0.0,SW@9.1,15.0,0.0,81,38.9,39.6,40.8,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,10:45,40.8,37.1,86.6,0.0,SW@10.8,14.6,0.0,86,38.9,39.6,40.9,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,11:00,40.9,36.7,85.0,0.0,SW@12.6,17.5,0.0,79,38.9,39.5,40.9,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,11:15,40.3,38.2,91.9,0.0,SW@13.5,18.5,0.0,81,39.0,39.5,40.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,11:30,40.7,38.3,91.2,0.0,W@11.5,16.7,0.0,87,39.0,39.5,40.7,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,11:45,41.0,38.0,89.1,0.0,W@12.1,17.5,0.0,99,39.0,39.5,41.0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,12:00,41.0,38.7,91.4,0.0,W@11.9,18.5,0.0,104,39.0,39.5,41.1,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,12:15,41.5,37.0,83.7,0.0,W@13.5,19.2,0.0,88,39.0,39.5,41.6,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,12:30,40.8,38.2,90.1,0.0,W@14.6,19.2,0.0,93,39.0,39.4,40.9,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,12:45,41.1,37.9,88.2,0.0,W@13.3,18.2,0.0,104,39.0,39.4,41.1,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,13:00,41.6,37.4,84.7,0.0,W@12.5,16.4,0.0,118,39.0,39.4,41.7,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,13:15,41.7,37.6,85.2,0.0,W@12.1,16.0,0.0,102,39.1,39.4,41.8,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,13:30,41.7,37.0,83.0,0.0,W@12.5,17.8,0.0,77,39.1,39.4,41.8,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,13:45,41.4,36.8,83.4,0.0,W@15.1,21.4,0.0,65,39.1,39.4,41.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,14:00,41.3,36.9,84.2,0.0,W@15.8,22.5,0.0,63,39.1,39.4,41.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,14:15,41.4,35.7,80.0,0.0,W@13.9,20.0,0.0,54,39.1,39.4,41.4,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,14:30,41.0,36.2,83.0,0.0,W@13.6,21.4,0.0,42,39.1,39.4,41.0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,14:45,40.7,36.1,83.5,0.0,W@16.2,22.5,0.0,35,39.1,39.4,40.7,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,15:00,40.5,35.8,83.2,0.0,W@14.7,21.0,0.0,31,39.1,39.4,40.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,15:15,39.9,36.7,88.2,0.0,W@11.4,15.3,0.0,27,39.1,39.4,40.0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,15:30,40.3,32.7,74.1,0.0,W@11.3,16.0,0.0,21,39.1,39.4,40.3,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,15:45,40.6,28.9,62.9,0.0,W@12.6,17.5,0.0,14,39.1,39.4,40.6,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,16:00,40.8,27.6,59.1,0.0,W@15.4,22.8,0.0,9,39.1,39.4,40.9,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,16:15,40.4,28.5,62.3,0.0,W@14.9,20.0,0.0,6,39.1,39.4,40.5,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
2020-01-08,16:30,40.0,29.5,66.0,0.0,W@13.1,17.8,0.0,2,39.1,39.4,40.0,"Warden.SW (Warden Golf), Grant County",330042,Warden.SW,2020-01-21 14:36:32.758138
