Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2018-05-19,00:15,52.3,52.2,52.2,99.6,0.72,W@5.4,7.1,60.7,63.6,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,00:30,52.2,52.1,52.1,99.6,0.81,W@6.0,7.8,60.5,63.5,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,00:45,52.1,52.1,52.0,99.6,0.85,W@5.7,7.8,60.2,63.5,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,01:00,52.1,52.1,52.0,99.6,0.87,W@5.3,6.7,60.0,63.4,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,01:15,52.0,52.0,51.9,99.6,0.88,W@5.1,6.7,59.7,63.3,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,01:30,51.9,51.9,51.8,99.6,0.89,W@4.9,6.4,59.5,63.2,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,01:45,51.4,51.4,51.3,99.6,0.9,W@4.2,6.4,59.3,63.1,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,02:00,51.1,51.1,51.0,99.6,0.91,W@4.1,5.3,59.1,63.0,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,02:15,50.8,50.8,50.8,99.6,0.91,W@4.3,5.3,58.9,62.9,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,02:30,50.4,50.4,50.3,99.6,0.92,W@4.1,4.9,58.7,62.8,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,02:45,50.1,50.0,50.1,99.6,0.92,NW@4.2,5.7,58.6,62.7,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,03:00,50.1,50.1,50.0,99.6,0.92,NW@4.2,5.3,58.5,62.6,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,03:15,50.1,50.1,50.1,99.6,0.92,NW@4.6,5.7,58.4,62.5,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,03:30,50.4,50.4,50.3,99.6,0.92,NW@3.9,5.3,58.3,62.4,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,03:45,50.0,50.1,49.9,99.6,0.92,NW@3.7,4.6,58.2,62.3,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,04:00,49.7,49.8,49.6,99.6,0.92,NW@3.6,4.2,58.0,62.2,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,04:15,49.3,49.3,49.2,99.6,0.92,NW@3.2,3.9,57.9,62.1,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,04:30,49.1,48.9,49.0,99.6,0.92,NW@3.1,3.9,57.7,62.0,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,04:45,48.9,48.7,48.8,99.6,0.92,NW@2.9,3.5,57.5,61.9,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,05:00,48.5,48.4,48.4,99.6,0.92,NW@3.0,4.2,57.4,61.8,0.0,0,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,05:15,49.0,49.1,48.9,99.6,0.92,NW@3.9,4.6,57.2,61.7,0.0,1,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,05:30,48.6,48.5,48.5,99.6,0.91,NW@3.2,3.9,57.0,61.6,0.0,6,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,05:45,48.6,48.7,48.5,99.6,0.91,NW@3.9,4.9,56.8,61.5,0.0,12,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,06:00,50.1,50.2,50.0,99.6,0.89,NW@4.3,4.9,56.6,61.5,0.0,32,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,06:15,51.6,51.5,51.5,99.5,0.83,NW@4.7,6.0,56.5,61.4,0.0,70,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,06:30,52.0,51.9,51.9,99.5,0.37,NW@5.5,7.1,56.3,61.3,0.0,53,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,06:45,52.2,52.2,52.1,99.5,0.0,NW@6.5,7.8,56.2,61.2,0.0,110,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,07:00,54.4,54.3,54.2,99.4,0.0,N@6.8,8.9,56.2,61.1,0.0,244,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,07:15,57.0,56.7,56.8,99.4,0.0,N@6.5,9.2,56.3,61.0,0.0,334,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,07:30,57.4,57.1,57.2,99.3,0.0,N@6.6,8.9,56.5,60.9,0.0,193,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,07:45,57.3,57.1,57.1,99.3,0.0,N@6.2,8.9,56.7,60.8,0.0,213,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,08:00,58.8,58.6,57.9,96.9,0.0,N@6.7,9.2,56.9,60.8,0.0,287,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,08:15,59.5,59.3,58.1,95.2,0.0,N@5.9,8.5,57.2,60.7,0.0,251,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
2018-05-19,08:30,60.1,59.7,58.7,95.0,0.0,N@6.0,8.2,57.5,60.6,0.0,285,"Warden Golf, Grant County",330042,Warden Golf,2018-09-13 08:46:25.822973
