Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2020-01-21,00:15,25.1,23.8,99.1,0.0,N @0.0,1.7,0.02,0,31.8,32.4,25.2,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,00:30,24.9,23.6,99.2,0.0,N@0.0,1.4,0.0,0,31.8,32.4,24.9,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,00:45,24.9,23.6,99.3,0.0,N@0.0,1.4,0.02,0,31.8,32.4,24.9,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,01:00,26.1,25.0,99.3,0.0,N @0.0,0.0,0.03,0,31.8,32.4,26.1,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,01:15,26.0,24.9,99.3,0.0,N @0.0,0.0,0.01,0,31.8,32.4,26.1,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,01:30,25.3,24.1,99.3,0.0,N @0.0,0.0,0.0,0,31.8,32.4,25.3,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,01:45,25.2,23.9,99.3,0.0,N @0.0,0.0,0.0,0,31.8,32.4,25.2,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,02:00,25.7,24.5,99.3,0.0,N @0.0,0.0,0.0,0,31.8,32.4,25.6,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,02:15,24.8,23.6,99.3,0.0,N @0.0,0.0,0.0,0,31.8,32.4,24.8,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,02:30,25.0,23.7,99.3,0.0,N @0.0,0.0,0.0,0,31.8,32.4,24.9,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,02:45,25.1,23.9,99.3,0.0,N @0.0,0.0,0.03,0,31.8,32.4,25.1,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,03:00,25.4,24.1,99.3,0.0,N @0.0,0.0,0.04,0,31.8,32.4,25.4,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,03:15,23.9,22.5,99.2,0.0,N @0.0,0.0,0.0,0,31.8,32.4,23.9,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,03:30,25.1,23.8,99.3,0.0,N @0.0,0.0,0.04,0,31.8,32.4,25.1,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,03:45,26.5,25.4,99.3,0.0,N @0.0,0.0,0.07,0,31.8,32.4,26.5,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,04:00,27.4,26.4,98.9,0.0,N @0.0,0.0,0.09,0,31.8,32.4,27.4,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,04:15,26.4,25.3,99.1,0.0,W@0.1,2.1,0.08,0,31.8,32.4,26.4,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,04:30,26.7,25.7,99.3,0.0,N @0.0,0.0,0.08,0,31.8,32.4,26.7,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,04:45,26.8,25.7,99.3,0.0,N @0.0,0.0,0.08,0,31.8,32.4,26.8,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
2020-01-21,05:00,27.2,26.2,99.2,0.0,N @0.0,0.0,0.1,0,31.8,32.4,27.2,"Ephrata, Grant County",330040,Ephrata,2020-01-21 19:51:53.342694
