Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F, Atm. Press. inHg, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2013-05-21,00:15,51.7,43.8,74.1,0.0,N@3.7,6.7,0.0,0,63.4,29.92,51.5,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,00:30,51.4,43.7,74.8,0.0,NW@2.9,6.4,0.0,0,63.4,29.91,51.3,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,00:45,51.1,43.6,75.4,0.0,NW@3.6,6.4,0.58,0,63.3,29.92,51.0,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,01:00,50.8,43.7,76.8,0.0,NW@2.8,6.7,0.89,0,63.2,29.92,50.6,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,01:15,50.1,43.6,78.3,0.0,NW@3.1,7.4,0.93,0,63.2,29.91,49.9,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,01:30,49.5,44.2,81.7,0.0,N@2.7,6.4,0.93,0,63.1,29.91,49.3,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,01:45,49.3,44.8,84.4,0.02,NW@2.2,5.3,0.94,0,63.0,29.9,49.1,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,02:00,49.1,45.4,87.2,0.02,E@1.3,3.9,0.94,0,63.0,29.9,48.9,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,02:15,49.2,46.0,88.7,0.02,N@1.6,3.5,0.94,0,62.9,29.89,49.0,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,02:30,49.3,46.3,89.4,0.03,W@1.1,4.9,0.95,0,62.9,29.89,49.1,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,02:45,49.1,46.0,88.9,0.02,NW@1.5,4.6,0.94,0,62.8,29.89,49.0,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,03:00,48.8,45.3,87.7,0.04,W@1.8,4.2,0.94,0,62.8,29.89,48.6,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,03:15,48.4,44.9,87.7,0.02,N@0.8,3.1,0.94,0,62.7,29.89,48.1,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,03:30,48.1,44.6,87.7,0.02,S@1.5,3.5,0.94,0,62.6,29.89,47.9,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,03:45,47.7,43.9,86.5,0.02,SE@1.4,3.5,0.93,0,62.6,29.88,47.5,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,04:00,47.6,43.8,86.6,0.04,SW@0.9,4.6,0.93,0,62.5,29.88,47.3,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,04:15,47.4,43.4,86.1,0.01,SE@2.1,7.4,0.92,0,62.4,29.89,47.2,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,04:30,47.2,43.5,86.9,0.03,E@0.5,4.2,0.92,0,62.4,29.88,46.9,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,04:45,47.4,44.2,88.7,0.04,SE@2.7,4.9,0.92,0,62.3,29.88,47.2,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,05:00,47.2,44.1,89.0,0.01,SE@2.5,5.3,0.92,2,62.2,29.88,47.0,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,05:15,47.4,44.4,89.3,0.01,S@2.2,6.0,0.92,4,62.2,29.87,47.2,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,05:30,47.3,44.4,89.4,0.0,SE@2.9,7.4,0.92,10,62.1,29.87,47.1,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,05:45,47.1,44.1,89.2,0.01,SE@2.4,6.0,0.93,18,62.0,29.87,47.0,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,06:00,47.2,44.2,89.2,0.01,SE@1.8,4.6,0.92,25,61.9,29.87,47.0,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,06:15,47.4,44.4,89.3,0.0,SE@2.2,4.6,0.93,38,61.8,29.87,47.2,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,06:30,47.6,44.6,89.3,0.0,SE@2.4,5.7,0.93,33,61.8,29.86,47.5,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,06:45,47.7,44.6,89.0,0.0,SE@3.5,6.4,0.92,58,61.7,29.86,47.6,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,07:00,47.7,44.4,88.4,0.0,SE@3.0,6.4,0.92,76,61.6,29.85,47.5,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,07:15,47.5,44.2,88.0,0.0,SE@3.1,6.7,0.92,58,61.5,29.85,47.4,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,07:30,47.8,44.4,88.0,0.0,SE@3.4,6.7,0.91,92,61.5,29.85,47.7,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,07:45,47.9,44.4,87.4,0.0,SE@3.2,6.4,0.9,47,61.4,29.85,47.9,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,08:00,48.2,44.6,87.4,0.0,SE@3.2,7.4,0.88,56,61.3,29.84,48.1,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,08:15,48.4,44.6,86.3,0.0,SE@4.4,8.9,0.84,100,61.3,29.84,48.4,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,08:30,48.8,44.6,85.3,0.0,SE@3.5,7.8,0.78,75,61.2,29.84,48.8,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,08:45,49.0,44.4,84.2,0.0,SE@4.0,7.1,0.68,85,61.2,29.83,49.0,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,09:00,49.4,44.9,84.4,0.0,SE@3.3,7.8,0.58,144,61.1,29.83,49.3,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
2013-05-21,09:15,49.8,45.1,83.7,0.0,SE@3.2,6.0,0.42,102,61.0,29.83,49.7,"Seattle, King County",330092,Seattle,2020-03-04 12:19:59.700824
