Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F, Atm. Press. inHg, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2013-05-09,00:15,51.1,48.7,91.2,0.0,N @0.0,0.0,0.95,0,62.3,30.17,50.8,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,00:30,50.9,48.6,91.6,0.0,N @0.0,0.0,0.95,0,62.3,30.17,50.7,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,00:45,50.9,48.6,91.8,0.0,N @0.0,0.0,0.95,0,62.2,30.18,50.5,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,01:00,50.5,48.3,91.8,0.0,N @0.0,0.0,0.95,0,62.1,30.18,50.1,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,01:15,50.2,48.0,92.1,0.0,N @0.0,0.0,0.95,0,62.0,30.18,49.9,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,01:30,50.0,47.8,92.2,0.0,N @0.0,0.0,0.98,0,61.9,30.19,49.7,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,01:45,49.7,47.6,92.3,0.0,N @0.0,0.0,1.0,0,61.9,30.19,49.3,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,02:00,49.7,47.6,92.5,0.0,N @0.0,0.0,1.0,0,61.8,30.19,49.4,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,02:15,49.6,47.6,92.7,0.0,N @0.0,0.0,1.0,0,61.7,30.19,49.4,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,02:30,49.1,47.0,92.6,0.0,N @0.0,0.0,1.0,0,61.6,30.2,48.7,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,02:45,48.9,46.9,92.6,0.0,N @0.0,0.0,1.0,0,61.5,30.2,48.5,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
2013-05-09,03:00,48.8,46.9,92.9,0.0,N @0.0,0.0,1.0,0,61.5,30.2,48.5,"Seattle, King County",330092,Seattle,2020-03-04 12:19:47.352852
