Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-08-29,00:15,57.7,55.8,93.3,0.0,0,30.0,W,0.9,2.8,0.87,70.7,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,00:30,58.7,55.7,89.9,0.0,0,30.0,SW,1.1,3.1,0.91,70.7,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,00:45,58.8,55.6,89.0,0.0,0,30.0,NW,0.9,2.4,0.93,70.6,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,01:00,57.9,55.3,90.9,0.0,0,30.01,W,0.9,2.4,0.94,70.6,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,01:15,57.9,55.6,91.8,0.0,0,30.01,NE,1.1,4.6,0.95,70.5,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,01:30,59.5,55.8,87.4,0.0,0,30.01,N ,2.1,3.9,0.94,70.5,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,01:45,59.9,56.1,86.9,0.0,0,30.01,N ,1.8,4.2,0.93,70.5,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,02:00,59.4,56.0,88.4,0.0,0,30.01,NE,1.8,4.2,0.93,70.4,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,02:15,58.9,56.0,90.0,0.0,0,30.01,SW,1.0,2.4,0.93,70.4,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,02:30,57.8,55.5,91.9,0.0,0,30.01,SW,0.4,1.7,0.93,70.3,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,02:45,56.8,55.5,95.1,0.0,0,30.01,N ,0.1,1.7,0.94,70.3,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,03:00,56.5,55.4,96.1,0.0,0,30.01,NE,0.1,1.4,0.95,70.2,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,03:15,56.6,55.5,95.9,0.0,0,30.01,NE,1.4,2.8,1.0,70.2,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
2020-08-29,03:30,56.3,55.1,95.6,0.0,0,30.01,NE,0.1,1.4,1.0,70.1,"Seattle, King County",330092,Seattle,2020-12-14 01:23:01.832253
