Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-10-08,00:15,59.9,41.2,49.9,0.0,W@18.6,26.8,0.0,0,58.5,60.0,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,00:30,59.5,40.2,48.7,0.0,W@18.9,28.6,0.0,0,58.5,59.6,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,00:45,59.4,39.6,47.8,0.0,W@19.1,30.0,0.0,0,58.5,59.5,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,01:00,59.1,38.9,47.0,0.0,W@19.3,30.7,0.0,0,58.6,59.2,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,01:15,58.8,38.0,45.9,0.0,W@19.6,30.0,0.0,0,58.6,58.9,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,01:30,58.5,38.8,47.8,0.0,W@21.9,33.2,0.0,0,58.6,58.6,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,01:45,57.6,39.0,49.8,0.0,W@21.8,32.5,0.0,0,58.6,57.7,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,02:00,57.0,38.6,50.0,0.0,W@24.3,35.0,0.0,0,58.6,57.1,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,02:15,56.7,37.8,49.1,0.0,W@25.9,34.6,0.0,0,58.6,56.8,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,02:30,56.2,36.4,47.2,0.0,W@22.2,30.7,0.0,0,58.6,56.3,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,02:45,55.8,35.0,45.2,0.0,W@21.2,30.7,0.0,0,58.7,56.0,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,03:00,55.4,34.3,44.8,0.0,W@17.6,27.8,0.0,0,58.7,55.5,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,03:15,55.2,33.8,44.3,0.0,W@15.5,22.5,0.0,0,58.7,55.3,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,03:30,54.6,33.3,44.2,0.0,W@14.1,22.8,0.0,0,58.7,54.7,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
2019-10-08,03:45,54.3,32.2,42.9,0.0,W@16.1,27.1,0.0,0,58.7,54.3,"Frenchman (Frenchman Hills), Grant County",330023,Frenchman,2020-01-21 19:27:40.841441
