Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-08-04,00:15,59.3,59.1,99.2,0.0,N @0.0,0.0,0.07,0,73.6,73.0,59.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,00:30,58.0,57.8,99.3,0.0,N @0.0,0.0,0.09,0,73.5,73.0,57.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,00:45,57.8,57.6,99.3,0.0,N @0.0,0.0,0.16,0,73.4,72.9,57.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,01:00,58.3,58.1,99.2,0.0,N @0.0,0.0,0.07,0,73.2,72.8,58.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,01:15,57.2,57.0,99.2,0.0,N @0.0,0.0,0.06,0,73.1,72.8,57.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,01:30,56.4,56.2,99.3,0.0,N @0.0,0.0,0.06,0,73.0,72.7,56.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,01:45,57.5,57.3,99.2,0.0,N @0.0,0.0,0.05,0,72.9,72.6,57.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,02:00,57.6,57.4,99.2,0.0,N @0.0,0.0,0.04,0,72.8,72.6,57.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,02:15,56.7,56.5,99.2,0.0,N @0.0,0.0,0.09,0,72.7,72.5,56.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,02:30,55.5,55.3,99.3,0.0,N @0.0,0.0,0.16,0,72.6,72.4,55.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,02:45,54.9,54.8,99.4,0.0,N @0.0,0.0,0.22,0,72.6,72.4,54.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,03:00,54.8,54.6,99.4,0.0,N @0.0,0.0,0.24,0,72.5,72.3,54.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,03:15,55.2,55.1,99.3,0.0,N @0.0,0.0,0.2,0,72.4,72.3,55.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,03:30,54.5,54.3,99.4,0.0,N @0.0,0.0,0.23,0,72.3,72.2,54.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,03:45,53.7,53.6,99.4,0.0,N @0.0,0.0,0.3,0,72.2,72.2,53.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,04:00,53.8,53.6,99.4,0.0,N @0.0,0.0,0.34,0,72.1,72.1,53.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,04:15,53.4,53.3,99.4,0.0,N @0.0,0.0,0.3,0,72.0,72.0,53.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,04:30,52.9,52.8,99.4,0.0,N @0.0,0.0,0.36,0,71.9,72.0,52.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,04:45,52.9,52.7,99.4,0.0,N @0.0,0.0,0.42,3,71.8,71.9,52.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,05:00,52.4,52.3,99.4,0.0,N @0.0,0.0,0.49,13,71.8,71.8,52.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,05:15,51.9,51.8,99.4,0.0,N @0.0,0.0,0.47,31,71.7,71.8,51.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,05:30,53.1,53.0,99.4,0.0,N @0.0,0.0,0.28,56,71.6,71.7,53.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,05:45,54.6,54.4,99.3,0.0,N @0.0,0.0,0.04,87,71.5,71.7,54.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,06:00,55.9,55.6,98.9,0.0,N @0.0,0.0,0.01,121,71.4,71.6,56.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,06:15,57.7,57.5,99.2,0.0,N @0.0,0.0,0.0,158,71.4,71.6,58.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,06:30,59.7,59.5,99.1,0.0,N @0.0,0.0,0.0,198,71.3,71.5,59.9,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,06:45,62.4,60.6,93.7,0.0,N @0.0,0.0,0.0,236,71.2,71.5,62.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,07:00,63.6,55.5,74.9,0.0,N @0.0,0.0,0.0,278,71.2,71.4,63.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,07:15,65.6,54.1,66.3,0.0,N@0.2,3.1,0.0,321,71.1,71.4,65.9,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,07:30,68.1,53.3,59.2,0.0,N @0.0,0.0,0.0,364,71.1,71.3,68.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,07:45,69.8,52.0,53.0,0.0,N @0.0,0.0,0.0,407,71.1,71.3,70.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,08:00,69.8,51.8,52.8,0.0,N @0.0,0.0,0.0,447,71.1,71.2,70.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,08:15,71.1,55.0,56.8,0.0,NW@2.6,4.6,0.0,487,71.2,71.2,71.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,08:30,72.8,53.0,49.8,0.0,W@5.0,7.1,0.0,526,71.2,71.2,73.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,08:45,75.0,52.5,45.4,0.0,NW@5.1,7.8,0.0,567,71.3,71.1,75.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
2019-08-04,09:00,76.6,52.5,43.0,0.0,W@5.4,7.1,0.0,604,71.4,71.1,76.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:03.373458
