Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-09-21,00:15,57.2,46.9,68.4,0.0,SW@0.4,4.9,0.0,0,66.7,67.2,57.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,00:30,55.9,47.7,73.9,0.0,N @0.0,0.0,0.0,0,66.6,67.2,55.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,00:45,54.8,48.9,80.5,0.0,N @0.0,0.0,0.0,0,66.5,67.1,54.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,01:00,54.3,49.9,84.9,0.0,N @0.0,0.0,0.0,0,66.4,67.1,54.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,01:15,52.3,52.1,99.1,0.0,N @0.0,0.0,0.01,0,66.3,67.0,52.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,01:30,52.0,51.8,99.4,0.0,N @0.0,0.0,0.01,0,66.2,67.0,51.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,01:45,50.9,50.7,99.4,0.0,N @0.0,0.0,0.02,0,66.2,66.9,50.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,02:00,50.4,50.2,99.4,0.0,N @0.0,0.0,0.03,0,66.1,66.9,50.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,02:15,50.2,50.1,99.4,0.0,N @0.0,0.0,0.03,0,66.0,66.8,50.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,02:30,50.1,49.9,99.4,0.0,N @0.0,0.0,0.03,0,65.9,66.8,49.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,02:45,48.9,48.7,99.5,0.0,N @0.0,0.0,0.09,0,65.8,66.7,48.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,03:00,47.6,47.5,99.5,0.0,SE@0.4,4.6,0.12,0,65.7,66.7,47.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,03:15,48.3,48.2,99.5,0.0,N @0.0,0.0,0.13,0,65.6,66.6,48.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,03:30,48.3,48.1,99.5,0.0,N @0.0,0.0,0.16,0,65.5,66.6,48.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,03:45,48.6,48.4,99.5,0.0,N @0.0,0.0,0.27,0,65.5,66.6,48.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,04:00,47.3,47.2,99.6,0.0,N @0.0,0.0,0.4,0,65.4,66.5,47.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,04:15,47.5,47.4,99.6,0.0,N @0.0,0.0,0.5,0,65.3,66.5,47.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,04:30,47.5,47.4,99.6,0.0,N @0.0,0.0,0.58,0,65.2,66.4,47.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,04:45,46.2,46.1,99.6,0.0,N @0.0,0.0,0.69,0,65.2,66.4,46.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,05:00,46.2,46.1,99.6,0.0,N @0.0,0.0,0.78,0,65.1,66.3,45.9,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,05:15,46.5,46.4,99.6,0.0,N @0.0,0.0,0.86,0,65.0,66.3,46.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,05:30,46.4,46.3,99.6,0.0,N @0.0,0.0,0.9,0,64.9,66.2,46.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,05:45,46.3,46.2,99.6,0.0,N @0.0,0.0,0.93,3,64.8,66.2,46.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,06:00,45.3,45.2,99.6,0.0,N @0.0,0.0,0.93,9,64.8,66.1,45.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,06:15,45.6,45.5,99.6,0.0,N @0.0,0.0,0.94,18,64.7,66.1,45.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,06:30,46.7,46.6,99.6,0.0,N @0.0,0.0,0.94,67,64.6,66.0,46.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,06:45,48.4,48.3,99.6,0.0,N @0.0,0.0,0.94,103,64.6,66.0,48.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,07:00,49.6,49.6,99.6,0.0,N @0.0,0.0,0.93,136,64.5,65.9,49.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,07:15,52.0,51.9,99.5,0.0,N @0.0,0.0,0.9,197,64.4,65.9,51.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,07:30,54.1,54.0,99.4,0.0,N @0.0,0.0,0.54,224,64.3,65.8,53.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,07:45,55.5,55.3,99.3,0.0,N @0.0,0.0,0.0,251,64.3,65.8,55.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,08:00,56.9,56.7,99.3,0.0,N @0.0,0.0,0.0,308,64.3,65.8,56.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,08:15,58.3,57.0,95.4,0.0,E@0.0,1.4,0.0,305,64.2,65.7,57.9,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,08:30,59.8,56.0,87.0,0.0,N@0.0,1.4,0.0,320,64.2,65.7,59.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,08:45,60.9,56.1,84.2,0.0,N@0.3,4.6,0.0,422,64.2,65.7,60.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,09:00,62.5,56.1,79.4,0.0,N @0.0,0.0,0.0,443,64.2,65.6,62.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,09:15,63.8,53.2,68.2,0.0,N @0.0,0.0,0.0,483,64.2,65.6,63.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,09:30,64.5,54.0,68.7,0.0,N@0.5,3.9,0.0,507,64.3,65.6,64.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,09:45,65.6,53.5,64.8,0.0,N @0.7,7.8,0.0,543,64.4,65.5,65.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,10:00,66.6,52.9,61.2,0.0,E@0.0,3.5,0.0,570,64.4,65.5,66.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,10:15,67.4,53.0,59.8,0.0,NE@1.3,7.4,0.0,592,64.6,65.5,67.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,10:30,68.8,53.1,57.2,0.0,E@1.2,6.7,0.0,612,64.7,65.5,68.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
2019-09-21,10:45,70.1,51.7,52.0,0.0,E@4.5,9.2,0.0,630,64.9,65.5,69.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:41:05.836862
