Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-12-20,00:15,37.7,37.6,99.7,0.0,NW@1.6,4.9,0.85,0,42.1,44.4,37.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,00:30,39.8,39.7,99.7,0.0,N@1.3,5.7,0.87,0,42.2,44.4,40.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,00:45,44.6,44.5,99.5,0.0,S@4.7,8.2,0.86,0,42.2,44.4,44.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,01:00,41.4,41.2,99.5,0.0,SW@3.5,6.7,0.84,0,42.2,44.4,41.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,01:15,40.9,40.8,99.5,0.0,SW@3.7,11.0,0.82,0,42.2,44.4,40.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,01:30,38.5,38.4,99.6,0.0,W@4.5,11.0,0.8,0,42.2,44.4,38.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,01:45,46.3,46.1,99.4,0.0,S@7.3,10.3,0.74,0,42.2,44.4,46.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,02:00,47.7,47.6,99.4,0.0,S@9.4,13.9,0.27,0,42.2,44.4,47.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,02:15,49.2,49.0,99.3,0.0,S@9.6,13.2,0.0,0,42.2,44.4,49.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,02:30,50.7,50.5,99.3,0.0,S@9.3,13.2,0.0,0,42.2,44.5,50.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,02:45,50.5,50.3,99.3,0.0,S@7.8,11.4,0.0,0,42.3,44.5,50.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,03:00,50.4,50.2,99.3,0.0,S@9.1,13.5,0.0,0,42.3,44.4,50.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,03:15,50.8,50.6,99.3,0.0,S@9.1,13.5,0.0,0,42.3,44.4,50.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,03:30,50.9,50.7,99.3,0.0,S@7.8,11.7,0.0,0,42.3,44.4,50.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,03:45,51.0,50.8,99.3,0.0,S@8.3,11.7,0.0,0,42.4,44.4,50.9,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
2019-12-20,04:00,50.8,50.7,99.3,0.0,S@8.9,11.7,0.0,0,42.4,44.4,50.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:43:00.332180
